Source,Target,Type,Id
324,481,Directed,1315
324,947,Directed,1316
324,226,Directed,1317
324,517,Directed,1318
324,52,Directed,1319
324,232,Directed,1320
324,589,Directed,1321
324,497,Directed,1322
324,424,Directed,1323
324,429,Directed,1324
324,295,Directed,1325
324,435,Directed,1326
324,948,Directed,1327
325,1113,Directed,1328
326,1195,Directed,1329
327,985,Directed,1330
328,948,Directed,1331
333,308,Directed,1332
333,338,Directed,1333
333,303,Directed,1334
333,1202,Directed,1335
333,1203,Directed,1336
333,1044,Directed,1337
333,877,Directed,1338
333,195,Directed,1339
333,1104,Directed,1340
333,537,Directed,1341
333,1438,Directed,1342
333,347,Directed,1343
333,1555,Directed,1344
333,1584,Directed,1345
333,1485,Directed,1346
333,319,Directed,1347
333,313,Directed,1348
333,1331,Directed,1349
333,1617,Directed,1350
333,1559,Directed,1351
333,1373,Directed,1352
333,1169,Directed,1353
333,119,Directed,1354
333,1581,Directed,1355
333,1631,Directed,1356
333,1614,Directed,1357
333,896,Directed,1358
333,639,Directed,1359
333,1640,Directed,1360
333,912,Directed,1361
333,1429,Directed,1362
333,884,Directed,1363
333,468,Directed,1364
333,1470,Directed,1365
333,1237,Directed,1366
333,1311,Directed,1367
333,35,Directed,1368
333,5,Directed,1369
333,83,Directed,1370
333,1461,Directed,1371
333,895,Directed,1372
333,764,Directed,1373
333,1075,Directed,1374
333,87,Directed,1375
333,1275,Directed,1376
333,342,Directed,1377
333,772,Directed,1378
333,349,Directed,1379
334,333,Directed,1380
335,333,Directed,1381
337,333,Directed,1382
340,1603,Directed,1383
340,1684,Directed,1384
340,790,Directed,1385
340,1602,Directed,1386
340,366,Directed,1387
341,536,Directed,1388
344,1351,Directed,1389
344,1410,Directed,1390
344,54,Directed,1391
344,1259,Directed,1392
344,423,Directed,1393
344,1065,Directed,1394
344,706,Directed,1395
344,947,Directed,1396
344,225,Directed,1397
344,964,Directed,1398
344,959,Directed,1399
344,222,Directed,1400
344,1159,Directed,1401
344,353,Directed,1402
344,1704,Directed,1403
344,790,Directed,1404
344,1290,Directed,1405
344,632,Directed,1406
344,1292,Directed,1407
344,743,Directed,1408
344,667,Directed,1409
344,1691,Directed,1410
344,156,Directed,1411
344,1570,Directed,1412
344,1602,Directed,1413
344,1684,Directed,1414
344,497,Directed,1415
344,481,Directed,1416
344,639,Directed,1417
344,736,Directed,1418
344,53,Directed,1419
344,1521,Directed,1420
344,460,Directed,1421
344,563,Directed,1422
344,1202,Directed,1423
344,1158,Directed,1424
344,208,Directed,1425
344,723,Directed,1426
344,328,Directed,1427
344,1687,Directed,1428
344,948,Directed,1429
344,926,Directed,1430
344,740,Directed,1431
344,1671,Directed,1432
344,383,Directed,1433
344,1660,Directed,1434
344,888,Directed,1435
344,386,Directed,1436
344,1217,Directed,1437
344,659,Directed,1438
344,1580,Directed,1439
344,1603,Directed,1440
344,1607,Directed,1441
344,857,Directed,1442
344,981,Directed,1443
344,1588,Directed,1444
344,1319,Directed,1445
344,1304,Directed,1446
344,988,Directed,1447
344,831,Directed,1448
344,214,Directed,1449
344,1727,Directed,1450
344,27,Directed,1451
344,535,Directed,1452
344,862,Directed,1453
344,897,Directed,1454
344,1276,Directed,1455
347,1203,Directed,1456
347,1617,Directed,1457
347,1584,Directed,1458
347,1616,Directed,1459
347,1169,Directed,1460
347,1581,Directed,1461
347,1554,Directed,1462
347,1631,Directed,1463
347,1614,Directed,1464
347,1438,Directed,1465
347,1373,Directed,1466
347,313,Directed,1467
347,1559,Directed,1468
347,398,Directed,1469
347,1485,Directed,1470
347,319,Directed,1471
347,1742,Directed,1472
347,175,Directed,1473
347,589,Directed,1474
347,670,Directed,1475
347,1603,Directed,1476
347,333,Directed,1477
347,1704,Directed,1478
347,1602,Directed,1479
347,1201,Directed,1480
347,1669,Directed,1481
347,731,Directed,1482
347,397,Directed,1483
347,608,Directed,1484
347,342,Directed,1485
347,717,Directed,1486
347,1238,Directed,1487
347,470,Directed,1488
348,489,Directed,1489
349,397,Directed,1490
349,1554,Directed,1491
349,1581,Directed,1492
349,342,Directed,1493
349,333,Directed,1494
349,614,Directed,1495
349,1094,Directed,1496
349,717,Directed,1497
350,344,Directed,1498
351,368,Directed,1499
351,888,Directed,1500
352,372,Directed,1501
353,344,Directed,1502
353,225,Directed,1503
353,386,Directed,1504
353,857,Directed,1505
353,52,Directed,1506
353,1159,Directed,1507
353,1351,Directed,1508
353,1580,Directed,1509
353,1602,Directed,1510
353,926,Directed,1511
353,639,Directed,1512
356,791,Directed,1513
356,1426,Directed,1514
356,551,Directed,1515
356,1367,Directed,1516
356,630,Directed,1517
356,269,Directed,1518
356,1313,Directed,1519
356,588,Directed,1520
356,592,Directed,1521
356,547,Directed,1522
356,1032,Directed,1523
356,816,Directed,1524
357,439,Directed,1525
357,1704,Directed,1526
358,1483,Directed,1527
358,376,Directed,1528
358,371,Directed,1529
358,735,Directed,1530
358,339,Directed,1531
358,321,Directed,1532
358,300,Directed,1533
360,301,Directed,1534
360,890,Directed,1535
360,867,Directed,1536
362,791,Directed,1537
362,57,Directed,1538
362,865,Directed,1539
362,1032,Directed,1540
362,190,Directed,1541
362,1516,Directed,1542
362,1015,Directed,1543
362,943,Directed,1544
362,592,Directed,1545
362,992,Directed,1546
362,1651,Directed,1547
362,542,Directed,1548
362,816,Directed,1549
362,956,Directed,1550
362,1678,Directed,1551
362,1465,Directed,1552
362,588,Directed,1553
362,1024,Directed,1554
362,1313,Directed,1555
362,1186,Directed,1556
362,1367,Directed,1557
362,1451,Directed,1558
362,269,Directed,1559
362,1560,Directed,1560
362,1022,Directed,1561
362,758,Directed,1562
362,657,Directed,1563
362,818,Directed,1564
362,630,Directed,1565
362,1426,Directed,1566
362,286,Directed,1567
362,612,Directed,1568
362,634,Directed,1569
362,1565,Directed,1570
362,1045,Directed,1571
362,970,Directed,1572
362,596,Directed,1573
362,1667,Directed,1574
362,1214,Directed,1575
362,1508,Directed,1576
362,1025,Directed,1577
362,601,Directed,1578
362,1021,Directed,1579
362,356,Directed,1580
362,979,Directed,1581
362,1026,Directed,1582
362,593,Directed,1583
363,460,Directed,1584
363,1546,Directed,1585
363,563,Directed,1586
363,811,Directed,1587
364,79,Directed,1588
364,1202,Directed,1589
364,1203,Directed,1590
364,657,Directed,1591
364,16,Directed,1592
364,1671,Directed,1593
365,551,Directed,1594
365,1560,Directed,1595
365,1567,Directed,1596
365,946,Directed,1597
365,758,Directed,1598
365,754,Directed,1599
365,874,Directed,1600
366,1158,Directed,1601
368,888,Directed,1602
368,831,Directed,1603
368,52,Directed,1604
368,344,Directed,1605
368,1704,Directed,1606
368,1684,Directed,1607
368,1671,Directed,1608
368,1660,Directed,1609
368,1607,Directed,1610
368,1603,Directed,1611
368,1602,Directed,1612
368,743,Directed,1613
368,204,Directed,1614
368,351,Directed,1615
368,1687,Directed,1616
368,226,Directed,1617
369,321,Directed,1618
370,758,Directed,1619
370,754,Directed,1620
370,1567,Directed,1621
370,1560,Directed,1622
370,644,Directed,1623
370,551,Directed,1624
372,684,Directed,1625
372,375,Directed,1626
372,373,Directed,1627
372,1602,Directed,1628
373,1269,Directed,1629
373,1079,Directed,1630
373,1250,Directed,1631
373,1620,Directed,1632
373,829,Directed,1633
373,1748,Directed,1634
373,1232,Directed,1635
373,1202,Directed,1636
373,686,Directed,1637
373,684,Directed,1638
373,490,Directed,1639
375,21,Directed,1640
376,339,Directed,1641
376,1671,Directed,1642
377,753,Directed,1643
377,206,Directed,1644
377,1653,Directed,1645
377,1650,Directed,1646
377,1511,Directed,1647
377,1645,Directed,1648
377,1439,Directed,1649
377,1244,Directed,1650
377,1030,Directed,1651
377,987,Directed,1652
377,1598,Directed,1653
377,936,Directed,1654
377,646,Directed,1655
377,1727,Directed,1656
377,977,Directed,1657
377,669,Directed,1658
377,378,Directed,1659
377,1521,Directed,1660
377,242,Directed,1661
378,1521,Directed,1662
378,242,Directed,1663
378,377,Directed,1664
378,1703,Directed,1665
378,1650,Directed,1666
378,777,Directed,1667
378,776,Directed,1668
378,977,Directed,1669
378,669,Directed,1670
378,753,Directed,1671
378,1551,Directed,1672
378,363,Directed,1673
378,142,Directed,1674
378,995,Directed,1675
378,1562,Directed,1676
378,1069,Directed,1677
378,1244,Directed,1678
378,1563,Directed,1679
378,930,Directed,1680
378,1645,Directed,1681
378,936,Directed,1682
378,1067,Directed,1683
378,1727,Directed,1684
378,412,Directed,1685
378,481,Directed,1686
378,646,Directed,1687
378,1352,Directed,1688
378,1561,Directed,1689
378,1598,Directed,1690
380,903,Directed,1691
381,1495,Directed,1692
381,863,Directed,1693
381,1522,Directed,1694
381,452,Directed,1695
381,1579,Directed,1696
381,458,Directed,1697
381,1370,Directed,1698
381,628,Directed,1699
381,1323,Directed,1700
381,1087,Directed,1701
383,1684,Directed,1702
383,534,Directed,1703
383,1532,Directed,1704
383,857,Directed,1705
383,981,Directed,1706
383,948,Directed,1707
383,1713,Directed,1708
383,1691,Directed,1709
383,603,Directed,1710
383,353,Directed,1711
383,1602,Directed,1712
383,544,Directed,1713
383,201,Directed,1714
383,897,Directed,1715
383,831,Directed,1716
383,1704,Directed,1717
383,1318,Directed,1718
385,596,Directed,1719
385,601,Directed,1720
385,1542,Directed,1721
385,1508,Directed,1722
385,635,Directed,1723
385,1313,Directed,1724
385,1504,Directed,1725
385,1465,Directed,1726
385,1214,Directed,1727
385,630,Directed,1728
386,225,Directed,1729
386,857,Directed,1730
386,353,Directed,1731
386,1602,Directed,1732
386,17,Directed,1733
386,988,Directed,1734
386,1603,Directed,1735
386,1159,Directed,1736
386,344,Directed,1737
386,1319,Directed,1738
386,1691,Directed,1739
386,1607,Directed,1740
386,1671,Directed,1741
386,232,Directed,1742
386,1089,Directed,1743
386,936,Directed,1744
386,709,Directed,1745
387,1049,Directed,1746
387,426,Directed,1747
391,390,Directed,1748
392,1542,Directed,1749
393,1579,Directed,1750
393,585,Directed,1751
393,287,Directed,1752
393,1070,Directed,1753
393,883,Directed,1754
393,1624,Directed,1755
393,732,Directed,1756
393,1102,Directed,1757
395,831,Directed,1758
395,1580,Directed,1759
395,1704,Directed,1760
395,903,Directed,1761
395,1602,Directed,1762
396,1324,Directed,1763
396,221,Directed,1764
396,218,Directed,1765
396,332,Directed,1766
396,1453,Directed,1767
396,255,Directed,1768
397,1158,Directed,1769
397,481,Directed,1770
400,1490,Directed,1771
400,1113,Directed,1772
400,1046,Directed,1773
400,1104,Directed,1774
400,1468,Directed,1775
401,709,Directed,1776
401,1665,Directed,1777
403,981,Directed,1778
403,1671,Directed,1779
404,709,Directed,1780
404,485,Directed,1781
404,460,Directed,1782
404,235,Directed,1783
404,773,Directed,1784
404,1720,Directed,1785
405,691,Directed,1786
405,1745,Directed,1787
405,1652,Directed,1788
405,1620,Directed,1789
407,1730,Directed,1790
407,1386,Directed,1791
407,1724,Directed,1792
408,1250,Directed,1793
408,1158,Directed,1794
408,490,Directed,1795
408,146,Directed,1796
408,1012,Directed,1797
408,243,Directed,1798
408,1104,Directed,1799
408,482,Directed,1800
408,333,Directed,1801
408,308,Directed,1802
409,1089,Directed,1803
409,478,Directed,1804
409,153,Directed,1805
409,450,Directed,1806
409,404,Directed,1807
409,1346,Directed,1808
409,747,Directed,1809
409,256,Directed,1810
409,1247,Directed,1811
409,1127,Directed,1812
409,1117,Directed,1813
409,459,Directed,1814
409,38,Directed,1815
409,460,Directed,1816
409,693,Directed,1817
412,481,Directed,1818
412,460,Directed,1819
412,642,Directed,1820
414,256,Directed,1821
414,693,Directed,1822
415,563,Directed,1823
415,409,Directed,1824
415,413,Directed,1825
415,643,Directed,1826
415,460,Directed,1827
415,1628,Directed,1828
415,1704,Directed,1829
415,1602,Directed,1830
415,412,Directed,1831
415,735,Directed,1832
415,248,Directed,1833
419,451,Directed,1834
422,1020,Directed,1835
422,430,Directed,1836
423,344,Directed,1837
423,947,Directed,1838
423,1704,Directed,1839
423,1570,Directed,1840
423,1602,Directed,1841
423,746,Directed,1842
423,743,Directed,1843
423,1368,Directed,1844
424,1602,Directed,1845
426,1681,Directed,1846
426,1261,Directed,1847
426,251,Directed,1848
426,387,Directed,1849
427,1182,Directed,1850
427,1158,Directed,1851
427,1432,Directed,1852
427,691,Directed,1853
427,966,Directed,1854
428,1408,Directed,1855
428,236,Directed,1856
428,128,Directed,1857
430,451,Directed,1858
430,1571,Directed,1859
430,507,Directed,1860
435,156,Directed,1861
435,1580,Directed,1862
435,733,Directed,1863
435,743,Directed,1864
435,424,Directed,1865
435,872,Directed,1866
435,1607,Directed,1867
435,1602,Directed,1868
435,1588,Directed,1869
435,1684,Directed,1870
435,324,Directed,1871
435,429,Directed,1872
438,1240,Directed,1873
438,560,Directed,1874
439,1713,Directed,1875
439,981,Directed,1876
439,648,Directed,1877
439,1588,Directed,1878
440,252,Directed,1879
440,1466,Directed,1880
442,693,Directed,1881
442,1591,Directed,1882
442,1685,Directed,1883
442,460,Directed,1884
442,428,Directed,1885
442,409,Directed,1886
443,594,Directed,1887
443,1734,Directed,1888
443,502,Directed,1889
443,1303,Directed,1890
443,481,Directed,1891
446,333,Directed,1892
446,895,Directed,1893
446,1432,Directed,1894
448,1594,Directed,1895
448,1250,Directed,1896
448,1329,Directed,1897
448,1271,Directed,1898
448,1605,Directed,1899
449,1312,Directed,1900
451,1261,Directed,1901
451,251,Directed,1902
451,426,Directed,1903
451,1646,Directed,1904
451,1681,Directed,1905
451,191,Directed,1906
451,419,Directed,1907
451,59,Directed,1908
451,387,Directed,1909
451,714,Directed,1910
451,249,Directed,1911
451,811,Directed,1912
451,460,Directed,1913
451,674,Directed,1914
451,1013,Directed,1915
451,859,Directed,1916
451,641,Directed,1917
451,1608,Directed,1918
451,430,Directed,1919
451,1049,Directed,1920
451,563,Directed,1921
451,363,Directed,1922
451,1254,Directed,1923
451,238,Directed,1924
451,79,Directed,1925
451,637,Directed,1926
451,1627,Directed,1927
451,1571,Directed,1928
451,418,Directed,1929
451,306,Directed,1930
451,639,Directed,1931
453,460,Directed,1932
453,563,Directed,1933
453,164,Directed,1934
453,948,Directed,1935
456,128,Directed,1936
456,1293,Directed,1937
456,695,Directed,1938
456,1101,Directed,1939
456,450,Directed,1940
456,457,Directed,1941
456,1348,Directed,1942
456,460,Directed,1943
456,673,Directed,1944
456,224,Directed,1945
456,235,Directed,1946
457,456,Directed,1947
457,128,Directed,1948
457,1293,Directed,1949
457,695,Directed,1950
457,1101,Directed,1951
457,450,Directed,1952
460,1247,Directed,1953
460,643,Directed,1954
460,996,Directed,1955
460,459,Directed,1956
460,409,Directed,1957
460,450,Directed,1958
460,1685,Directed,1959
460,716,Directed,1960
460,164,Directed,1961
460,1412,Directed,1962
460,515,Directed,1963
460,747,Directed,1964
460,415,Directed,1965
460,1293,Directed,1966
460,568,Directed,1967
460,256,Directed,1968
460,1720,Directed,1969
460,1158,Directed,1970
460,1089,Directed,1971
460,306,Directed,1972
460,563,Directed,1973
460,456,Directed,1974
464,1607,Directed,1975
464,743,Directed,1976
464,741,Directed,1977
464,733,Directed,1978
464,745,Directed,1979
464,1603,Directed,1980
464,1602,Directed,1981
464,746,Directed,1982
464,1580,Directed,1983
464,947,Directed,1984
464,1690,Directed,1985
464,497,Directed,1986
466,1540,Directed,1987
466,1663,Directed,1988
466,825,Directed,1989
466,1493,Directed,1990
466,1491,Directed,1991
466,1112,Directed,1992
466,1034,Directed,1993
468,1640,Directed,1994
468,877,Directed,1995
468,47,Directed,1996
468,1581,Directed,1997
468,1554,Directed,1998
468,1169,Directed,1999
468,1614,Directed,2000
468,1311,Directed,2001
468,333,Directed,2002
469,1609,Directed,2003
469,1250,Directed,2004
469,1599,Directed,2005
469,1649,Directed,2006
470,536,Directed,2007
470,1044,Directed,2008
476,850,Directed,2009
476,415,Directed,2010
477,534,Directed,2011
477,862,Directed,2012
477,201,Directed,2013
477,1270,Directed,2014
477,1532,Directed,2015
477,214,Directed,2016
478,1247,Directed,2017
478,1293,Directed,2018
478,1089,Directed,2019
478,747,Directed,2020
478,459,Directed,2021
478,460,Directed,2022
478,450,Directed,2023
478,415,Directed,2024
478,1037,Directed,2025
478,643,Directed,2026
478,409,Directed,2027
478,344,Directed,2028
478,568,Directed,2029
478,38,Directed,2030
478,1383,Directed,2031
478,224,Directed,2032
478,1008,Directed,2033
478,673,Directed,2034
478,667,Directed,2035
479,1247,Directed,2036
479,460,Directed,2037
481,1158,Directed,2038
481,909,Directed,2039
481,427,Directed,2040
481,974,Directed,2041
481,294,Directed,2042
481,816,Directed,2043
481,464,Directed,2044
481,1602,Directed,2045
482,1104,Directed,2046
482,988,Directed,2047
482,639,Directed,2048
482,1612,Directed,2049
482,1485,Directed,2050
482,438,Directed,2051
483,481,Directed,2052
483,344,Directed,2053
483,1158,Directed,2054
485,1197,Directed,2055
485,1665,Directed,2056
485,1720,Directed,2057
485,69,Directed,2058
485,258,Directed,2059
485,1354,Directed,2060
485,409,Directed,2061
485,11,Directed,2062
485,1696,Directed,2063
485,716,Directed,2064
488,214,Directed,2065
488,201,Directed,2066
488,477,Directed,2067
489,158,Directed,2068
489,1470,Directed,2069
489,715,Directed,2070
489,1442,Directed,2071
490,639,Directed,2072
490,1191,Directed,2073
490,1521,Directed,2074
490,344,Directed,2075
490,1067,Directed,2076
490,641,Directed,2077
491,1333,Directed,2078
491,1609,Directed,2079
491,1276,Directed,2080
491,1555,Directed,2081
491,1212,Directed,2082
491,995,Directed,2083
493,25,Directed,2084
497,741,Directed,2085
497,746,Directed,2086
497,733,Directed,2087
497,743,Directed,2088
497,1607,Directed,2089
497,1602,Directed,2090
497,1580,Directed,2091
497,1603,Directed,2092
497,344,Directed,2093
498,258,Directed,2094
499,1354,Directed,2095
499,52,Directed,2096
499,624,Directed,2097
502,443,Directed,2098
502,948,Directed,2099
506,1076,Directed,2100
506,1157,Directed,2101
506,1352,Directed,2102
506,1067,Directed,2103
506,1521,Directed,2104
506,1563,Directed,2105
506,810,Directed,2106
506,715,Directed,2107
506,1168,Directed,2108
506,971,Directed,2109
506,1703,Directed,2110
506,1480,Directed,2111
506,1727,Directed,2112
506,242,Directed,2113
506,707,Directed,2114
506,1103,Directed,2115
506,206,Directed,2116
506,1653,Directed,2117
506,1650,Directed,2118
506,1550,Directed,2119
506,1562,Directed,2120
506,1511,Directed,2121
506,1645,Directed,2122
506,1497,Directed,2123
506,1439,Directed,2124
506,1423,Directed,2125
506,1170,Directed,2126
506,1284,Directed,2127
506,1244,Directed,2128
506,1212,Directed,2129
506,1069,Directed,2130
506,1003,Directed,2131
506,1030,Directed,2132
506,995,Directed,2133
506,989,Directed,2134
506,987,Directed,2135
506,1598,Directed,2136
506,938,Directed,2137
506,936,Directed,2138
506,927,Directed,2139
506,930,Directed,2140
506,279,Directed,2141
508,1707,Directed,2142
508,842,Directed,2143
508,591,Directed,2144
508,1102,Directed,2145
510,1313,Directed,2146
510,630,Directed,2147
510,791,Directed,2148
510,597,Directed,2149
510,1426,Directed,2150
510,1516,Directed,2151
510,634,Directed,2152
510,1727,Directed,2153
510,1015,Directed,2154
510,592,Directed,2155
510,551,Directed,2156
510,816,Directed,2157
510,1652,Directed,2158
510,1104,Directed,2159
510,930,Directed,2160
512,464,Directed,2161
512,214,Directed,2162
512,1690,Directed,2163
512,741,Directed,2164
512,733,Directed,2165
512,746,Directed,2166
512,743,Directed,2167
512,1607,Directed,2168
512,1603,Directed,2169
512,1602,Directed,2170
512,1580,Directed,2171
512,941,Directed,2172
512,1159,Directed,2173
512,1570,Directed,2174
515,643,Directed,2175
515,460,Directed,2176
515,747,Directed,2177
515,1383,Directed,2178
515,1408,Directed,2179
515,1089,Directed,2180
518,481,Directed,2181
518,303,Directed,2182
518,1614,Directed,2183
518,1238,Directed,2184
518,397,Directed,2185
520,521,Directed,2186
520,299,Directed,2187
521,520,Directed,2188
521,299,Directed,2189
522,1505,Directed,2190
522,1158,Directed,2191
522,639,Directed,2192
522,490,Directed,2193
522,357,Directed,2194
522,344,Directed,2195
522,1706,Directed,2196
522,1748,Directed,2197
522,641,Directed,2198
522,1483,Directed,2199
522,850,Directed,2200
522,537,Directed,2201
524,481,Directed,2202
526,1283,Directed,2203
526,725,Directed,2204
530,1608,Directed,2205
532,1687,Directed,2206
532,1671,Directed,2207
533,79,Directed,2208
533,333,Directed,2209
533,1275,Directed,2210
533,1640,Directed,2211
533,1442,Directed,2212
533,877,Directed,2213
533,1554,Directed,2214
533,1614,Directed,2215
533,342,Directed,2216
533,520,Directed,2217
533,912,Directed,2218
533,364,Directed,2219
533,1615,Directed,2220
533,308,Directed,2221
533,657,Directed,2222
533,1751,Directed,2223
533,1203,Directed,2224
533,896,Directed,2225
534,201,Directed,2226
535,1290,Directed,2227
535,862,Directed,2228
535,258,Directed,2229
535,344,Directed,2230
535,831,Directed,2231
535,603,Directed,2232
535,948,Directed,2233
535,517,Directed,2234
535,353,Directed,2235
535,1602,Directed,2236
535,997,Directed,2237
535,1354,Directed,2238
535,1056,Directed,2239
535,796,Directed,2240
535,477,Directed,2241
535,383,Directed,2242
535,201,Directed,2243
536,1238,Directed,2244
537,639,Directed,2245
537,1202,Directed,2246
537,1250,Directed,2247
537,1243,Directed,2248
537,1104,Directed,2249
537,242,Directed,2250
537,333,Directed,2251
537,649,Directed,2252
537,816,Directed,2253
542,1542,Directed,2254
542,634,Directed,2255
542,960,Directed,2256
542,203,Directed,2257
542,821,Directed,2258
542,579,Directed,2259
544,1290,Directed,2260
544,862,Directed,2261
544,535,Directed,2262
544,52,Directed,2263
544,344,Directed,2264
544,1532,Directed,2265
544,831,Directed,2266
544,383,Directed,2267
544,1478,Directed,2268
544,624,Directed,2269
544,994,Directed,2270
544,258,Directed,2271
544,1197,Directed,2272
544,1720,Directed,2273
544,1697,Directed,2274
544,1354,Directed,2275
544,1602,Directed,2276
544,948,Directed,2277
544,304,Directed,2278
544,1704,Directed,2279
544,353,Directed,2280
544,568,Directed,2281
544,997,Directed,2282
544,1304,Directed,2283
544,201,Directed,2284
544,603,Directed,2285
544,1056,Directed,2286
544,517,Directed,2287
544,897,Directed,2288
544,477,Directed,2289
544,796,Directed,2290
545,303,Directed,2291
545,1239,Directed,2292
547,1233,Directed,2293
547,1032,Directed,2294
547,588,Directed,2295
547,1313,Directed,2296
547,1451,Directed,2297
547,630,Directed,2298
547,1446,Directed,2299
547,269,Directed,2300
548,588,Directed,2301
548,634,Directed,2302
548,579,Directed,2303
550,579,Directed,2304
550,816,Directed,2305
551,816,Directed,2306
551,1542,Directed,2307
551,758,Directed,2308
551,181,Directed,2309
551,1560,Directed,2310
551,1360,Directed,2311
551,269,Directed,2312
551,630,Directed,2313
551,1313,Directed,2314
551,818,Directed,2315
551,1508,Directed,2316
551,926,Directed,2317
551,1521,Directed,2318
551,241,Directed,2319
560,1104,Directed,2320
560,1191,Directed,2321
560,1243,Directed,2322
560,482,Directed,2323
560,1502,Directed,2324
560,438,Directed,2325
560,1612,Directed,2326
560,1113,Directed,2327
560,1034,Directed,2328
560,1364,Directed,2329
560,1108,Directed,2330
560,1046,Directed,2331
560,1493,Directed,2332
561,1074,Directed,2333
561,1737,Directed,2334
561,799,Directed,2335
561,1666,Directed,2336
561,239,Directed,2337
563,1127,Directed,2338
563,306,Directed,2339
563,459,Directed,2340
563,460,Directed,2341
564,1611,Directed,2346
564,294,Directed,2347
567,239,Directed,2348
568,1304,Directed,2349
568,1411,Directed,2350
568,570,Directed,2351
570,672,Directed,2352
570,481,Directed,2353
576,1466,Directed,2354
576,1629,Directed,2355
576,481,Directed,2356
577,1033,Directed,2357
580,292,Directed,2358
580,1593,Directed,2359
581,1620,Directed,2360
581,275,Directed,2361
581,1619,Directed,2362
581,1585,Directed,2363
581,1301,Directed,2364
583,816,Directed,2365
583,956,Directed,2366
583,965,Directed,2367
583,804,Directed,2368
583,874,Directed,2369
583,1542,Directed,2370
584,982,Directed,2371
584,707,Directed,2372
585,1303,Directed,2373
585,1579,Directed,2374
585,914,Directed,2375
585,1718,Directed,2376
587,1246,Directed,2377
587,1731,Directed,2378
587,1320,Directed,2379
587,757,Directed,2380
587,806,Directed,2381
588,1032,Directed,2382
588,630,Directed,2383
588,1451,Directed,2384
588,269,Directed,2385
588,979,Directed,2386
588,1446,Directed,2387
588,1233,Directed,2388
588,601,Directed,2389
588,547,Directed,2390
588,551,Directed,2391
592,821,Directed,2392
592,1465,Directed,2393
592,588,Directed,2394
592,1313,Directed,2395
592,791,Directed,2396
592,1025,Directed,2397
592,362,Directed,2398
592,286,Directed,2399
592,1651,Directed,2400
592,1708,Directed,2401
592,13,Directed,2402
592,1032,Directed,2403
592,630,Directed,2404
592,269,Directed,2405
592,955,Directed,2406
592,1451,Directed,2407
592,593,Directed,2408
592,190,Directed,2409
592,1426,Directed,2410
592,1516,Directed,2411
592,1024,Directed,2412
592,551,Directed,2413
593,588,Directed,2414
593,630,Directed,2415
593,1361,Directed,2416
593,955,Directed,2417
593,1516,Directed,2418
593,551,Directed,2419
593,1015,Directed,2420
593,1313,Directed,2421
593,716,Directed,2422
593,1367,Directed,2423
593,203,Directed,2424
593,592,Directed,2425
593,617,Directed,2426
595,1490,Directed,2427
595,1569,Directed,2428
595,1468,Directed,2429
595,1330,Directed,2430
595,1622,Directed,2431
595,438,Directed,2432
595,1612,Directed,2433
595,1243,Directed,2434
595,1191,Directed,2435
595,1104,Directed,2436
595,1602,Directed,2437
595,1046,Directed,2438
597,1015,Directed,2439
597,1021,Directed,2440
597,993,Directed,2441
597,1695,Directed,2442
597,1241,Directed,2443
597,969,Directed,2444
597,802,Directed,2445
597,1675,Directed,2446
597,1441,Directed,2447
597,1186,Directed,2448
597,609,Directed,2449
597,247,Directed,2450
597,1678,Directed,2451
597,1465,Directed,2452
597,1045,Directed,2453
597,943,Directed,2454
597,992,Directed,2455
597,510,Directed,2456
598,156,Directed,2457
598,1041,Directed,2458
598,1603,Directed,2459
598,1305,Directed,2460
598,1591,Directed,2461
598,344,Directed,2462
601,715,Directed,2463
603,1684,Directed,2464
603,52,Directed,2465
603,857,Directed,2466
603,1687,Directed,2467
603,897,Directed,2468
603,831,Directed,2469
603,1570,Directed,2470
603,926,Directed,2471
603,1417,Directed,2472
603,948,Directed,2473
603,63,Directed,2474
603,27,Directed,2475
603,383,Directed,2476
603,350,Directed,2477
603,1704,Directed,2478
603,344,Directed,2479
603,544,Directed,2480
603,386,Directed,2481
603,201,Directed,2482
608,1444,Directed,2483
608,333,Directed,2484
609,1025,Directed,2485
609,1021,Directed,2486
609,791,Directed,2487
609,956,Directed,2488
609,247,Directed,2489
609,597,Directed,2490
609,943,Directed,2491
609,1465,Directed,2492
609,1186,Directed,2493
609,1678,Directed,2494
609,1675,Directed,2495
609,1441,Directed,2496
609,1241,Directed,2497
609,1145,Directed,2498
609,1045,Directed,2499
609,969,Directed,2500
609,802,Directed,2501
609,992,Directed,2502
610,926,Directed,2503
610,1704,Directed,2504
610,888,Directed,2505
610,1570,Directed,2506
610,1588,Directed,2507
610,357,Directed,2508
610,625,Directed,2509
611,1033,Directed,2510
612,238,Directed,2511
612,551,Directed,2512
614,546,Directed,2513
614,1074,Directed,2514
614,1357,Directed,2515
617,593,Directed,2516
618,460,Directed,2517
618,1383,Directed,2518
618,1346,Directed,2519
618,235,Directed,2520
618,1408,Directed,2521
619,442,Directed,2522
619,843,Directed,2523
619,1247,Directed,2524
619,460,Directed,2525
619,1089,Directed,2526
619,456,Directed,2527
620,619,Directed,2528
621,1233,Directed,2529
621,281,Directed,2530
621,641,Directed,2531
621,244,Directed,2532
621,243,Directed,2533
621,804,Directed,2534
621,1508,Directed,2535
621,269,Directed,2536
621,816,Directed,2537
621,818,Directed,2538
621,1560,Directed,2539
621,1313,Directed,2540
