Label,anomalous,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
185,0,6,0.133333,0.004914,0.362853,0.000021,1,0.727273,0.375,0.625,0.25
186,0,13,0.371795,0.010647,0.356496,0.000011,1,0.016477,1,0,0
187,0,53,0.482583,0.043407,0.413618,0.000506,1,21,0.507937,0.492063,0.15873
188,0,7,0.285714,0.005733,0.357331,0.000022,1,0.049296,0.142857,0.857143,0
189,0,128,0.312008,0.104832,0.447253,0.00387,1,0.238653,0.619632,0.380368,0.214724
190,0,13,0.525641,0.010647,0.384931,0.000059,1,0.097015,0.076923,0.923077,0
191,0,79,0.313859,0.064701,0.429023,0.004146,1,1.020408,0.33,0.67,0.21
192,0,10,0.4,0.00819,0.36253,0.000119,1,0.012225,0.8,0.2,0
193,0,3,0.333333,0.002457,0.31045,0.000053,1,0.004065,0.333333,0.666667,0
194,0,6,0.266667,0.004914,0.349456,0.000021,1,0.285714,0.666667,0.333333,0
198,0,1,,0.000819,0.312916,0,1,0.047619,0,1,0
200,0,3,0.666667,0.002457,0.326383,0.000001,1,0.00578,1,0,0
201,0,1,,0.000819,0.293369,0,1,0.001712,0,1,0
202,0,98,0.399748,0.080262,0.430992,0.001661,1,2.142857,0.325926,0.674074,0.274074
203,0,2,,0.001638,0.332516,0.000001,1,0.012195,0.333333,0.666667,0.333333
204,0,40,0.323077,0.03276,0.415872,0.001194,1,0.076531,0.4,0.6,0.111111
205,0,29,0.463054,0.023751,0.395914,0.000134,1,0.073826,0.272727,0.727273,0.121212
207,0,8,0.571429,0.006552,0.367108,0.000003,1,0.010811,0,1,0
209,0,31,0.486022,0.025389,0.396557,0.000225,1,0.054455,0.242424,0.757576,0.060606
210,0,83,0.24067,0.067977,0.421034,0.004683,1,0.351648,0.729167,0.270833,0.135417
211,0,14,0.241758,0.011466,0.408361,0.000436,1,0.036176,0,1,0
212,0,1,,0.000819,0.258085,0,1,0.002304,0,1,0
213,0,2,,0.001638,0.286284,0.001638,0,0.00354,1,0,0
216,0,1,,0.000819,0.326733,0,1,0.033333,0,1,0
217,0,25,0.156667,0.020475,0.388854,0.002554,1,0.555556,0,1,0
218,0,68,0.372695,0.055692,0.4244,0.000815,1,0.187793,0.575,0.425,0.15
219,0,56,0.418182,0.045864,0.413898,0.000716,1,0.113821,0,1,0
220,0,12,0.30303,0.009828,0.366447,0.000366,1,0.065116,0.428571,0.571429,0.142857
222,0,3,0.333333,0.002457,0.307402,0.000006,1,0.003836,0.333333,0.666667,0
224,0,59,0.320281,0.048321,0.400066,0.002158,1,0.111283,0.208333,0.791667,0.180556
225,0,1,,0.000819,0.300591,0,0,0.001203,0,1,0
227,0,11,0.509091,0.009009,0.377668,0.000154,1,0.024209,0.538462,0.461538,0.153846
229,0,51,0.433725,0.041769,0.393237,0.000287,1,0.5,0.444444,0.555556,0.190476
230,0,1,,0.000819,0.326733,0,1,0.00141,0,1,0
233,0,56,0.246104,0.045864,0.391974,0.001219,1,0.299465,1,0,0
235,0,1,,0.000819,0.28402,0,1,0.001942,0,1,0
237,0,2,,0.001638,0.300147,0.000027,1,0.003067,1,0,0
239,0,2,1,0.001638,0.327434,0,1,0.004158,0,1,0
243,0,13,0.602564,0.010647,0.372256,0.000011,1,0.030769,0.214286,0.785714,0.071429
244,0,3,0.333333,0.002457,0.342593,0.00034,1,0.005348,0,1,0
245,0,12,0.090909,0.009828,0.333151,0.000176,1,0.081081,0.833333,0.166667,0
246,0,2,1,0.001638,0.296215,0,1,0.004098,1,0,0
248,0,45,0.137374,0.036855,0.372597,0.004638,1,0.106132,1,0,0
249,0,35,0.257143,0.028665,0.432212,0.002965,1,0.072607,0.545455,0.454545,0.204545
250,0,4,0.5,0.003276,0.326558,0.000003,1,0.081633,0,1,0
252,0,1,,0.000819,0.293017,0,1,0.002101,1,0,0
253,0,18,0.477124,0.014742,0.422491,0.000174,1,0.030303,0.052632,0.947368,0.052632
255,0,1,,0.000819,0.287091,0,1,0.001642,0,1,0
257,0,36,0.477778,0.029484,0.393617,0.000143,1,0.045056,0,1,0
262,0,5,0.5,0.004095,0.346678,0.000001,1,0.006242,0,1,0
264,0,43,0.386489,0.035217,0.39047,0.001151,1,0.083969,0.254545,0.745455,0.218182
267,0,4,0.333333,0.003276,0.366227,0.000018,1,0.057143,0.25,0.75,0
268,0,19,0.502924,0.015561,0.362315,0.000017,1,0.045226,0.444444,0.555556,0.296296
269,0,1,,0.000819,0.274938,0,1,0.007663,0.5,0.5,0.5
272,0,1,,0.000819,0.296072,0,1,0.001094,1,0,0
273,0,13,0.333333,0.010647,0.374885,0.000307,1,0.017744,0.285714,0.714286,0.071429
274,0,4,0.666667,0.003276,0.346974,0.000004,1,0.004994,0,1,0
275,0,6,0.4,0.004914,0.336642,0.000004,1,0.020349,0.714286,0.285714,0.142857
276,0,38,0.15505,0.031122,0.418724,0.003463,1,1.1875,1,0,0
277,0,6,0.4,0.004914,0.354839,0.000055,1,0.007989,0,1,0
278,0,62,0.25119,0.050778,0.447581,0.004547,1,0.960526,0.315068,0.684932,0.150685
279,0,4,1,0.003276,0.351367,0,1,0.007678,0.5,0.5,0
280,0,2,,0.001638,0.313238,0.000001,1,0.003456,0.333333,0.666667,0.333333
281,0,12,0.636364,0.009828,0.373966,0.00001,1,0.016539,0.076923,0.923077,0.076923
282,0,19,0.678363,0.015561,0.37931,0.000022,1,0.030667,0.26087,0.73913,0.173913
283,0,15,0.32381,0.012285,0.379546,0.002226,1,0.036893,0.315789,0.684211,0.210526
284,0,1,,0.000819,0.300591,0,0,0.001139,0,1,0
287,0,4,0.166667,0.003276,0.347171,0.000083,1,0.006163,0.25,0.75,0
288,0,79,0.401168,0.064701,0.419156,0.001298,1,1.011236,0.366667,0.633333,0.122222
289,0,21,0.447619,0.017199,0.382879,0.000127,1,0.125749,0.095238,0.904762,0
290,0,6,0.8,0.004914,0.364913,0,1,0.009693,0,1,0
291,0,1,,0.000819,0.308801,0,1,0.00112,1,0,0
292,0,5,0.4,0.004095,0.303731,0.000002,1,0.01355,1,0,0
293,0,8,0.392857,0.006552,0.358801,0.000037,1,0.011852,0,1,0
295,0,14,0.43956,0.011466,0.381921,0.000205,1,0.01845,0.4,0.6,0.066667
296,0,41,0.291463,0.033579,0.442071,0.001387,1,0.10049,0,1,0
298,0,12,0.560606,0.009828,0.368659,0.000134,1,0.02,0.153846,0.846154,0.076923
299,0,13,0.628205,0.010647,0.375115,0.000059,1,0.151515,0.266667,0.733333,0.133333
300,0,11,0.472727,0.009009,0.369105,0.000019,1,0.073333,0.363636,0.636364,0
303,0,9,0.583333,0.007371,0.373052,0.000007,1,0.014749,0.1,0.9,0.1
305,0,7,0.619048,0.005733,0.359012,0.000019,1,0.016018,0,1,0
307,0,10,0.555556,0.00819,0.385538,0.00017,1,0.029326,0.1,0.9,0
308,0,1,,0.000819,0.317721,0,1,0.001364,0,1,0
309,0,3,1,0.002457,0.359118,0,1,0.048387,0,1,0
310,0,5,0.4,0.004095,0.321147,0.000004,1,0.011132,0.666667,0.333333,0.166667
311,0,6,0.533333,0.004914,0.359647,0.000004,1,0.011029,0.5,0.5,0
313,0,13,0.525641,0.010647,0.368771,0.000031,1,0.041056,0.214286,0.785714,0.071429
314,0,2,,0.001638,0.305479,0,1,0.009132,1,0,0
315,0,10,0.244444,0.00819,0.38676,0.000072,1,0.033003,0,1,0
316,0,19,0.298246,0.015561,0.389225,0.000246,1,0.033175,0.285714,0.714286,0.095238
318,0,4,0.666667,0.003276,0.311083,0,1,0.052632,1,0,0
321,0,3,,0.002457,0.308567,0.000022,1,0.014235,0.25,0.75,0.25
325,0,1,,0.000819,0.262468,0,1,0.001182,0,1,0
326,0,42,0.52381,0.034398,0.39772,0.000174,1,0.242424,0.229167,0.770833,0.125
327,0,1,,0.000819,0.316239,0,1,0.001182,0,1,0
328,0,5,0.3,0.004095,0.342978,0.000006,1,0.005405,0,1,0
329,0,4,0.666667,0.003276,0.351266,0.000002,1,0.057143,0.75,0.25,0
331,0,6,0.666667,0.004914,0.355148,0.000102,1,0.014388,0.333333,0.666667,0
332,0,26,0.246154,0.021294,0.416297,0.001812,1,0.07056,0.206897,0.793103,0.103448
333,0,7,0.571429,0.005733,0.354839,0.000103,1,0.01391,0.444444,0.555556,0.222222
335,0,15,0.619048,0.012285,0.403903,0.000218,1,0.066148,0.529412,0.470588,0.117647
337,0,8,0.535714,0.006552,0.356288,0.000019,1,0.555556,0.5,0.5,0.2
338,0,1,,0.000819,0.282573,0,1,0.001196,0,1,0
340,0,2,1,0.001638,0.30525,0,1,0.004598,0,1,0
341,0,12,0.575758,0.009828,0.362637,0.000038,1,0.028384,0.538462,0.461538,0.076923
344,0,10,0.666667,0.00819,0.373509,0.000004,1,0.059524,0,1,0
345,0,9,0.25,0.007371,0.381205,0.000188,1,0.017928,0.222222,0.777778,0
347,0,69,0.476982,0.056511,0.430536,0.001235,1,0.977011,0.494118,0.505882,0.188235
349,0,12,0.393939,0.009828,0.370449,0.00011,1,0.015152,0.692308,0.307692,0.076923
350,0,23,0.426877,0.018837,0.380374,0.000872,1,0.042781,0.125,0.875,0.041667
351,0,24,0.51087,0.019656,0.369217,0.000118,1,0.065854,0.592593,0.407407,0.111111
352,0,4,0.333333,0.003276,0.392352,0.000042,1,0.00738,0,1,0
353,0,3,0.666667,0.002457,0.32157,0,1,0.003348,0.333333,0.666667,0
354,0,1,,0.000819,0.308801,0,1,0.019231,1,0,0
355,0,2,1,0.001638,0.347665,0,1,0.010152,0,1,0
356,0,2,,0.001638,0.326908,0,1,0.027778,0,1,0
357,0,9,0.166667,0.007371,0.389225,0.003461,1,0.214286,0.111111,0.888889,0
358,0,3,0.333333,0.002457,0.326645,0.000197,1,0.004249,0.666667,0.333333,0
360,0,2,1,0.001638,0.28804,0,1,0.002421,1,0,0
361,0,20,0.373684,0.01638,0.391346,0.001608,1,0.140351,0.416667,0.583333,0.166667
362,0,2,1,0.001638,0.348161,0,1,0.00554,0,1,0
364,0,1,,0.000819,0.28402,0,1,0.003077,0,1,0
365,0,3,1,0.002457,0.35859,0,1,0.007212,0,1,0
367,0,8,0.392857,0.006552,0.348161,0.000045,1,0.051282,1,0,0
368,0,6,0.266667,0.004914,0.330178,0.000027,1,0.15,0,1,0
370,0,3,,0.002457,0.349957,0.000045,0,0.019355,0.333333,0.666667,0
373,0,2,,0.001638,0.309036,0,1,0.003745,0,1,0
374,0,33,0.645833,0.027027,0.380492,0.000142,1,0.053571,0.769231,0.230769,0.153846
377,0,48,0.213652,0.039312,0.426476,0.005125,1,0.080576,0.25,0.75,0.142857
378,0,14,0.417582,0.011466,0.382279,0.000047,1,0.017305,0,1,0
379,0,6,0.466667,0.004914,0.352992,0.000018,1,0.010327,0.5,0.5,0
380,0,1,,0.000819,0.237041,0,1,0.00289,0.5,0.5,0.5
381,0,7,0.428571,0.005733,0.383239,0.000026,1,0.01275,0.142857,0.857143,0
382,0,1,,0.000819,0.308489,0,1,0.001429,0,1,0
383,0,14,0.593407,0.011466,0.373623,0.000015,1,0.022047,0,1,0
384,0,6,0.8,0.004914,0.355459,0.000001,1,0.009132,0.166667,0.833333,0
385,0,6,0.8,0.004914,0.355459,0.000001,1,0.008915,0,1,0
388,0,2,,0.001638,0.322249,0.00003,0,0.005479,0,1,0
389,0,70,0.390062,0.05733,0.407543,0.000872,1,0.143636,0.493671,0.506329,0.113924
390,0,17,0.257353,0.013923,0.408908,0.000382,1,0.025487,0,1,0
391,0,30,0.393103,0.02457,0.385295,0.000214,1,0.043956,0.78125,0.21875,0.0625
392,0,1,,0.000819,0.255868,0,1,0.001855,1,0,0
393,0,27,0.424501,0.022113,0.392984,0.000538,1,0.073826,0.30303,0.69697,0.181818
394,0,73,0.435693,0.059787,0.444162,0.001472,1,0.18738,0.602041,0.397959,0.255102
396,0,40,0.398718,0.03276,0.405783,0.000408,1,0.112219,0.755556,0.244444,0.111111
397,0,1,,0.000819,0.270073,0,1,0.001852,1,0,0
399,0,53,0.364296,0.043407,0.42993,0.002908,1,1.32,0.454545,0.545455,0.19697
400,0,1,,0.000819,0.226952,0,0,0.001462,0,1,0
401,0,4,0.166667,0.003276,0.326908,0.000015,1,0.007553,0.8,0.2,0.2
402,0,42,0.364692,0.034398,0.410144,0.001561,1,0.091589,0.510204,0.489796,0.142857
403,0,1,,0.000819,0.314529,0,1,0.001515,0,1,0
404,0,2,1,0.001638,0.296215,0,1,0.004255,1,0,0
406,0,17,0.463235,0.013923,0.413478,0.000074,1,0.027464,0.058824,0.941176,0
407,0,1,,0.000819,0.259787,0,1,0.005128,1,0,0
408,0,1,,0.000819,0.259787,0,1,0.001441,1,0,0
409,0,16,0.491667,0.013104,0.376736,0.000036,1,0.02993,0.117647,0.882353,0.058824
411,0,1,,0.000819,0.300739,0,1,0.004854,1,0,0
414,0,2,,0.001638,0.343944,0.000007,1,0.003221,0,1,0
415,0,6,0.266667,0.004914,0.389598,0.000188,1,0.067797,0.25,0.75,0.25
416,0,8,0.535714,0.006552,0.36039,0.000009,1,0.010568,0,1,0
417,0,96,0.44386,0.078624,0.428121,0.000989,1,0.385802,0.416,0.584,0.232
418,0,24,0.387681,0.019656,0.391472,0.001816,1,0.038864,0.076923,0.923077,0.076923
419,0,3,,0.002457,0.341825,0.000001,1,0.005181,0,1,0
420,0,5,0.2,0.004095,0.354736,0.000129,1,0.009756,0.333333,0.666667,0.166667
421,0,5,0.3,0.004095,0.35817,0.000004,1,0.005945,0,1,0
422,0,11,0.327273,0.009009,0.389349,0.000117,1,0.016566,0.272727,0.727273,0
424,0,2,1,0.001638,0.282312,0,1,0.02439,0.666667,0.333333,0.333333
426,0,2,1,0.001638,0.30358,0,1,0.008163,0.5,0.5,0.5
427,0,11,0.218182,0.009009,0.360602,0.000173,1,0.013529,0.25,0.75,0.083333
428,0,7,0.142857,0.005733,0.375577,0.0002,1,0.122807,0,1,0
429,0,3,0.333333,0.002457,0.320136,0.000004,1,0.00611,1,0,0
431,0,79,0.291139,0.064701,0.428872,0.00198,1,0.128319,0.586207,0.413793,0.091954
432,0,32,0.433468,0.026208,0.404573,0.000637,1,0.065259,0.705882,0.294118,0.058824
434,0,136,0.188562,0.111384,0.450055,0.008991,1,0.263245,0.716981,0.283019,0.144654
436,0,25,0.473333,0.020475,0.385417,0.0001,1,0.092179,0.272727,0.727273,0.242424
437,0,1,,0.000819,0.317721,0,1,0.011111,0,1,0
438,0,17,0.352941,0.013923,0.410973,0.000141,1,0.027068,0.333333,0.666667,0.055556
439,0,4,0.166667,0.003276,0.323529,0.000019,1,0.060241,0.4,0.6,0.2
440,0,6,0.2,0.004914,0.378253,0.001716,0,0.046358,0.285714,0.714286,0.142857
441,0,70,0.501863,0.05733,0.411111,0.001041,1,0.160164,0.782051,0.217949,0.102564
442,0,15,0.266667,0.012285,0.376271,0.000093,1,0.214286,1,0,0
443,0,15,0.561905,0.012285,0.367882,0.000012,1,0.018797,1,0,0
444,0,17,0.727941,0.013923,0.384446,0.000018,1,0.137097,0.058824,0.941176,0
445,0,1,,0.000819,0.318799,0,1,0.00159,0,1,0
448,0,6,0.4,0.004914,0.357436,0.000199,1,0.015317,0.142857,0.857143,0.142857
449,0,38,0.322902,0.031122,0.399673,0.000876,1,0.069444,0.325,0.675,0.05
450,0,1,,0.000819,0.281272,0,1,0.003333,0.5,0.5,0.5
451,0,12,0.681818,0.009828,0.366337,0.000003,1,0.01232,0.083333,0.916667,0
452,0,8,0.464286,0.006552,0.396043,0.000202,1,0.008724,0.5,0.5,0
453,0,30,0.34023,0.02457,0.397202,0.000362,1,0.223684,0.735294,0.264706,0.117647
460,0,82,0.513701,0.067158,0.436071,0.00068,1,0.118919,0.4,0.6,0.254545
461,0,49,0.515306,0.040131,0.407407,0.001947,1,0.106542,0.649123,0.350877,0.140351
462,0,1,,0.000819,0.28662,0,1,0.002137,1,0,0
465,0,50,0.540408,0.04095,0.394507,0.000137,1,0.084695,0.578947,0.421053,0.122807
466,0,5,0.7,0.004095,0.334154,0.000001,1,0.011737,0.4,0.6,0
467,0,74,0.467605,0.060606,0.451887,0.005897,1,0.187368,0.393258,0.606742,0.168539
468,0,86,0.383037,0.070434,0.434984,0.001322,1,0.183306,0.375,0.625,0.232143
470,0,3,0.666667,0.002457,0.346875,0,1,0.053571,0,1,0
471,0,3,,0.002457,0.303505,0.000003,1,0.00578,1,0,0
472,0,53,0.558055,0.043407,0.423811,0.000326,1,0.132159,0.466667,0.533333,0.116667
474,0,1,,0.000819,0.300591,0,0,0.1,0,1,0
475,0,16,0.525,0.013104,0.381682,0.000288,1,1.0625,0.294118,0.705882,0.058824
477,0,66,0.276457,0.054054,0.444,0.003863,1,0.195062,0.303797,0.696203,0.164557
480,0,58,0.420448,0.047502,0.425436,0.001543,1,0.231511,0.666667,0.333333,0.194444
481,0,22,0.402597,0.018018,0.375577,0.001842,1,0.042202,0.086957,0.913043,0.043478
484,0,36,0.392063,0.029484,0.405109,0.000768,1,0.086242,0.285714,0.714286,0.142857
487,0,2,,0.001638,0.29351,0.001638,0,0.003817,0.5,0.5,0
488,0,3,,0.002457,0.319801,0.000012,1,0.004065,1,0,0
489,0,72,0.45892,0.058968,0.406053,0.000857,1,0.204444,0.48913,0.51087,0.217391
490,0,76,0.263509,0.062244,0.449558,0.0038,1,0.206651,0.770115,0.229885,0.126437
491,0,2,1,0.001638,0.34511,0,1,0.00224,0.5,0.5,0
492,0,102,0.370996,0.083538,0.414039,0.002376,1,3.069767,0.378788,0.621212,0.227273
494,0,4,1,0.003276,0.354427,0,1,0.032787,0.25,0.75,0
495,0,80,0.309494,0.06552,0.406458,0.002309,1,1.961538,0.666667,0.333333,0.215686
496,0,3,0.333333,0.002457,0.294714,0.000002,1,0.003375,0,1,0
497,0,1,,0.000819,0.308801,0,1,0.001085,1,0,0
498,0,18,0.411765,0.014742,0.400066,0.00022,1,0.037102,0.380952,0.619048,0.142857
499,0,7,0.142857,0.005733,0.370787,0.000059,1,0.019178,0,1,0
500,0,10,0.222222,0.00819,0.355459,0.000069,1,0.026738,0.9,0.1,0
502,0,1,,0.000819,0.305021,0,1,0.003788,0,1,0
503,0,17,0.448529,0.013923,0.377668,0.00057,1,4.75,0.263158,0.736842,0.105263
504,0,6,0.333333,0.004914,0.383842,0.000111,1,0.01373,0,1,0
505,0,5,0.1,0.004095,0.353299,0.000155,1,0.024752,0.2,0.8,0
506,0,1,,0.000819,0.329022,0,1,0.002342,0,1,0
507,0,3,1,0.002457,0.345599,0,1,0.023392,0.25,0.75,0.25
509,0,1,,0.000819,0.300591,0,0,0.001379,0,1,0
511,0,8,0.285714,0.006552,0.34375,0.001699,1,0.011189,0,1,0
513,0,2,,0.001638,0.312756,0,1,0.133333,1,0,0
514,0,103,0.165429,0.084357,0.447253,0.007134,1,10.3,1,0,0
516,0,1,,0.000819,0.28662,0,1,0.002128,0,1,0
517,0,16,0.525,0.013104,0.360177,0.000043,1,0.029412,0.75,0.25,0
518,0,4,,0.003276,0.364913,0.000036,1,0.007576,0,1,0
521,0,6,0.466667,0.004914,0.319383,0.000005,1,0.153846,0.333333,0.666667,0
523,0,1,,0.000819,0.283032,0,1,0.00157,1,0,0
525,0,7,0.428571,0.005733,0.35775,0.000005,1,0.0875,0,1,0
527,0,5,0.6,0.004095,0.366117,0.000004,1,0.039683,0.4,0.6,0
530,0,4,0.166667,0.003276,0.331164,0.000024,1,0.008811,1,0,0
532,0,10,0.622222,0.00819,0.373852,0.000011,1,0.01675,0.2,0.8,0
534,0,2,,0.001638,0.29795,0.000013,1,0.005435,0.5,0.5,0
535,0,128,0.292938,0.104832,0.453229,0.005224,1,6,0.777778,0.222222,0.111111
537,0,2,1,0.001638,0.352992,0,1,0.008889,0,1,0
538,0,7,0.619048,0.005733,0.383119,0.000099,1,0.017032,0.142857,0.857143,0
539,0,79,0.195067,0.064701,0.450221,0.005302,1,0.119382,0.717647,0.282353,0.070588
540,0,3,0.333333,0.002457,0.312037,0.00001,1,0.004115,0,1,0
541,0,5,0.7,0.004095,0.323101,0.000001,1,0.017903,0.571429,0.428571,0.285714
542,0,1,,0.000819,0.292595,0,1,0.001642,1,0,0
543,0,1,,0.000819,0.282573,0,1,0.002183,0,1,0
547,0,117,0.297377,0.095823,0.446109,0.004627,1,2.014286,0.680851,0.319149,0.170213
548,0,6,0.066667,0.004914,0.321909,0.000106,1,0.75,1,0,0
549,0,7,0.380952,0.005733,0.35453,0.000028,1,0.067308,0.714286,0.285714,0
550,0,10,0.6,0.00819,0.352381,0.000006,1,0.049505,0.6,0.4,0
551,0,6,0.533333,0.004914,0.356288,0.000003,1,0.009539,0.833333,0.166667,0
554,0,2,,0.001638,0.289062,0.000001,1,0.01227,0.5,0.5,0
555,0,6,0.4,0.004914,0.326995,0.000004,1,0.010909,0,1,0
560,0,39,0.433198,0.031941,0.408771,0.000332,1,0.066066,0.204545,0.795455,0.113636
561,0,64,0.427083,0.052416,0.434365,0.001099,1,0.108187,0.418919,0.581081,0.135135
562,0,13,0.461538,0.010647,0.389598,0.000129,1,0.014523,0.142857,0.857143,0.071429
566,0,70,0.52588,0.05733,0.414883,0.000841,1,0.47644,0.450549,0.549451,0.230769
567,0,21,0.361905,0.017199,0.401513,0.000364,1,0.051643,0.136364,0.863636,0.045455
570,0,88,0.399687,0.072072,0.416439,0.001072,1,1.09434,0.560345,0.439655,0.241379
574,0,71,0.265996,0.058149,0.413478,0.004377,1,0.205534,0.413462,0.586538,0.317308
575,0,54,0.226415,0.044226,0.419012,0.002104,1,0.103806,0.75,0.25,0.1
578,0,5,0.8,0.004095,0.360602,0,1,0.006017,0.4,0.6,0
579,0,55,0.412121,0.045045,0.389101,0.000376,1,3.238095,0.691176,0.308824,0.191176
580,0,4,0.833333,0.003276,0.352788,0,1,0.011628,0.2,0.8,0.2
583,0,12,0.287879,0.009828,0.379075,0.001661,1,0.265306,0.076923,0.923077,0.076923
584,0,3,0.666667,0.002457,0.290576,0.000001,1,0.003233,0.666667,0.333333,0
585,0,68,0.413521,0.055692,0.41432,0.003955,1,0.151667,0.351648,0.648352,0.252747
587,0,17,0.176471,0.013923,0.405109,0.001173,1,0.190476,0.35,0.65,0.15
588,0,21,0.157143,0.017199,0.386026,0.000741,1,0.117318,0.952381,0.047619,0
589,0,38,0.45377,0.031122,0.402572,0.002108,1,0.086869,0.372093,0.627907,0.116279
590,0,11,0.763636,0.009009,0.366007,0.000003,1,0.017467,0.083333,0.916667,0.083333
595,0,2,,0.001638,0.326296,0.000001,1,0.002176,1,0,0
596,0,35,0.309244,0.028665,0.410834,0.000931,1,0.054496,0.3,0.7,0.125
597,0,7,0.285714,0.005733,0.384567,0.000264,1,0.007919,0.428571,0.571429,0
598,0,5,0.4,0.004095,0.331793,0.000001,1,0.142857,0.2,0.8,0
600,0,13,0.128205,0.010647,0.397979,0.007131,1,0.365854,0.266667,0.733333,0.133333
601,0,2,,0.001638,0.321909,0.000008,1,0.004141,0,1,0
603,0,11,0.436364,0.009009,0.351671,0.000008,1,0.043137,0.909091,0.090909,0
604,0,86,0.340356,0.070434,0.416014,0.00326,1,0.134565,0.215686,0.784314,0.156863
605,0,10,0.244444,0.00819,0.389101,0.000122,1,0.019417,0.2,0.8,0
609,0,56,0.256494,0.045864,0.402837,0.003939,1,0.075676,1,0,0
613,0,4,0.333333,0.003276,0.317638,0.000008,1,0.003996,0,1,0
614,0,5,0.3,0.004095,0.377085,0.000094,1,0.012165,0,1,0
615,0,84,0.373207,0.068796,0.450886,0.00588,1,0.2,0.37931,0.62069,0.275862
616,0,1,,0.000819,0.287227,0,1,0.002778,0,1,0
617,0,11,0.509091,0.009009,0.368659,0.000024,1,0.047826,0,1,0
619,0,14,0.56044,0.011466,0.381921,0.000015,1,0.022321,0.066667,0.933333,0.066667
621,0,23,0.324111,0.018837,0.355045,0.000065,1,0.024109,1,0,0
622,0,4,0.166667,0.003276,0.310608,0.001654,1,0.034884,0.5,0.5,0.333333
624,0,1,,0.000819,0.296431,0,1,0.00133,0,1,0
625,0,2,1,0.001638,0.308957,0,1,0.013245,0.5,0.5,0.5
626,0,10,0.533333,0.00819,0.370449,0.000037,1,0.012804,0,1,0
628,0,1,,0.000819,0.28662,0,1,0.001348,0,1,0
632,0,1,,0.000819,0.288789,0,1,0.001934,1,0,0
635,0,6,0.466667,0.004914,0.365459,0.000006,1,0.019868,0,1,0
637,0,26,0.415385,0.021294,0.389349,0.000203,1,0.033816,0.75,0.25,0.071429
640,0,41,0.342683,0.033579,0.393744,0.004058,1,0.060478,0.674419,0.325581,0.046512
643,0,2,,0.001638,0.318549,0.000007,1,0.003876,0,1,0
644,0,121,0.364738,0.099099,0.46373,0.004868,1,0.269537,0.514793,0.485207,0.284024
645,0,20,0.384211,0.01638,0.38216,0.000122,1,0.032738,0.181818,0.818182,0.090909
646,0,4,0.833333,0.003276,0.365788,0.000001,1,0.005487,0,1,0
648,0,12,0.712121,0.009828,0.360602,0.000009,1,0.047297,0.428571,0.571429,0.142857
649,0,24,0.402174,0.019656,0.37523,0.000199,1,0.045714,0.833333,0.166667,0
651,0,1,,0.000819,0.289886,0,1,0.002128,1,0,0
652,0,15,0.638095,0.012285,0.377085,0.00001,1,0.023511,0,1,0
653,0,5,0.7,0.004095,0.36253,0.000001,1,1.25,0.6,0.4,0
654,0,1,,0.000819,0.280239,0,1,0.001757,1,0,0
655,0,1,,0.000819,0.275186,0,1,0.009434,1,0,0
657,0,4,0.166667,0.003276,0.362853,0.000052,1,0.004474,0,1,0
659,0,20,0.052632,0.01638,0.350862,0.008835,1,0.478261,0.090909,0.909091,0.090909
660,0,34,0.474153,0.027846,0.386026,0.000141,1,0.829787,0.307692,0.692308,0.128205
661,0,15,0.52381,0.012285,0.373052,0.00002,1,0.026866,0.333333,0.666667,0.166667
662,0,21,0.357143,0.017199,0.386026,0.000191,1,0.043478,0.772727,0.227273,0.045455
664,0,110,0.296247,0.09009,0.42993,0.003291,1,0.229565,0.621212,0.378788,0.166667
667,0,7,0.428571,0.005733,0.358907,0.000016,1,0.023179,0.142857,0.857143,0
668,0,5,0.4,0.004095,0.354942,0.000079,1,0.008532,0,1,0
669,0,96,0.325219,0.078624,0.453398,0.003918,1,0.15102,0.558559,0.441441,0.135135
670,0,1,,0.000819,0.295356,0,1,0.001309,0,1,0
671,0,6,0.333333,0.004914,0.319885,0.000159,1,0.017167,0.75,0.25,0.25
674,0,1,,0.000819,0.301481,0,1,0.00354,0.5,0.5,0.5
675,0,79,0.345342,0.064701,0.45072,0.004402,1,0.121585,0.370787,0.629213,0.11236
676,0,74,0.423547,0.060606,0.454749,0.003538,1,0.243781,0.367347,0.632653,0.244898
679,0,6,0.466667,0.004914,0.35859,0.00002,1,0.018519,0.625,0.375,0.25
680,0,3,1,0.002457,0.350963,0,1,0.00458,0.333333,0.666667,0
681,0,10,0.155556,0.00819,0.340111,0.000029,1,0.016393,0.181818,0.818182,0.090909
682,0,1,,0.000819,0.250667,0,0,0.001393,1,0,0
683,0,6,0.333333,0.004914,0.35817,0.000017,1,0.009188,0,1,0
684,0,3,0.333333,0.002457,0.337759,0.000032,1,0.004918,0.333333,0.666667,0
685,0,8,0.392857,0.006552,0.362745,0.000033,1,0.008114,0,1,0
686,0,2,,0.001638,0.321654,0.000002,1,0.015748,1,0,0
689,0,1,,0.000819,0.270372,0,1,0.4,0.5,0.5,0.5
690,0,1,,0.000819,0.280239,0,1,0.2,1,0,0
691,0,9,0.222222,0.007371,0.36766,0.000084,1,0.014634,0,1,0
694,0,17,0.455882,0.013923,0.378722,0.000032,1,0.029412,0.111111,0.888889,0.055556
696,0,1,,0.000819,0.295213,0,1,0.001235,0,1,0
700,0,1,,0.000819,0.300295,0,1,0.002933,1,0,0
