Label,anomalous,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
242,0,44,0.131078,0.023182,0.403082,0.002233,1,0.122486,0.567164,0.432836,0.343284
243,0,5,0.3,0.002634,0.34429,0.000129,1,0.030864,0.8,0.2,0
244,0,7,0.142857,0.003688,0.332925,0.000247,1,0.059091,0.538462,0.461538,0.461538
245,0,22,0.047619,0.011591,0.354448,0.000489,1,0.14876,0.444444,0.555556,0.388889
246,0,1,,0.000527,0.27505,0,1,0.006494,1,0,0
247,0,2,,0.001054,0.300035,0.000004,1,0.00487,0.666667,0.333333,0.333333
248,0,9,0.416667,0.004742,0.338664,0.00012,1,0.027237,0.642857,0.357143,0.357143
250,0,63,0.068612,0.033193,0.412515,0.004846,1,0.154976,0.442105,0.557895,0.336842
251,0,4,,0.002107,0.348811,0.000047,1,0.00738,1,0,0
252,0,55,0.106397,0.028978,0.406996,0.004442,1,0.298611,0.534884,0.465116,0.360465
253,0,1,,0.000527,0.283144,0,1,0.001126,1,0,0
254,0,79,0.078546,0.041623,0.400514,0.003412,1,0.246988,0.536585,0.463415,0.357724
255,0,1,,0.000527,0.27485,0,1,0.002317,0.5,0.5,0.5
256,0,21,0.07619,0.011064,0.37229,0.000687,1,0.090278,0.807692,0.192308,0.192308
257,0,23,0.102767,0.012118,0.364871,0.001551,1,0.044059,0.393939,0.606061,0.30303
258,0,1,,0.000527,0.256811,0,1,0.002387,0.5,0.5,0.5
259,0,15,0.085714,0.007903,0.352659,0.000699,1,0.020942,0.4,0.6,0.25
260,0,50,0.05551,0.026344,0.391128,0.003312,1,0.124615,0.592593,0.407407,0.382716
261,0,4,0.166667,0.002107,0.30747,0.000003,1,0.015351,0.428571,0.571429,0.428571
262,0,2,,0.001054,0.328747,0.000005,1,0.002404,1,0,0
263,0,67,0.116689,0.0353,0.411615,0.004019,1,1.029126,0.518868,0.481132,0.367925
264,0,2,,0.001054,0.26947,0.000001,1,0.011765,0.5,0.5,0
265,0,9,0.083333,0.004742,0.355651,0.000174,1,0.015075,1,0,0
267,0,6,0.4,0.003161,0.340498,0.000013,1,0.014953,0.625,0.375,0.25
268,0,1,,0.000527,0.273217,0,1,0.002725,0,1,0
269,0,6,0.2,0.003161,0.336369,0.000026,1,0.015679,0.666667,0.333333,0.333333
270,0,5,0.1,0.002634,0.339029,0.000014,1,0.004713,1,0,0
271,0,12,0.045455,0.006322,0.354382,0.000089,1,0.082609,0.578947,0.421053,0.368421
272,0,25,0.21,0.013172,0.364167,0.000302,1,0.059334,0.487805,0.512195,0.390244
273,0,5,0.1,0.002634,0.323059,0.000034,1,0.013769,0.625,0.375,0.375
274,0,23,0.094862,0.012118,0.357743,0.000653,1,0.026412,0.413793,0.586207,0.206897
275,0,1,,0.000527,0.261765,0,1,0.002114,0.5,0.5,0.5
276,0,16,0.033333,0.00843,0.346059,0.000276,1,0.050575,0.454545,0.545455,0.272727
278,0,21,0.090476,0.011064,0.370607,0.000422,1,0.066372,0.7,0.3,0.3
279,0,2,,0.001054,0.296264,0.000001,1,0.003922,1,0,0
280,0,3,,0.001581,0.321846,0.000007,1,0.013333,0.75,0.25,0.25
281,0,43,0.13732,0.022655,0.391697,0.002598,1,0.256318,0.56338,0.43662,0.394366
282,0,23,0.13834,0.012118,0.376827,0.001263,1,0.118421,0.5,0.5,0.361111
283,0,41,0.146341,0.021602,0.398736,0.003513,1,0.069845,0.507937,0.492063,0.349206
284,0,5,0.2,0.002634,0.339701,0.000034,1,0.010549,1,0,0
285,0,19,0.081871,0.010011,0.362208,0.000297,1,0.039454,0.653846,0.346154,0.269231
286,0,14,0.010989,0.007376,0.343162,0.000268,1,0.021277,0.4,0.6,0.3
287,0,1,,0.000527,0.28095,0,1,0.01087,1,0,0
288,0,27,0.162393,0.014226,0.399834,0.001568,1,0.130159,0.634146,0.365854,0.341463
289,0,52,0.041478,0.027397,0.377581,0.001646,1,0.083333,0.5,0.5,0.35
290,0,4,,0.002107,0.320588,0.000021,1,0.006633,0.5,0.5,0.5
291,0,13,0.179487,0.006849,0.365437,0.001673,1,0.036735,0.611111,0.388889,0.277778
292,0,2,1,0.001054,0.278503,0,1,0.00404,1,0,0
293,0,3,,0.001581,0.318961,0.000003,1,0.003927,1,0,0
294,0,24,0.126812,0.012645,0.381322,0.001829,1,0.039781,0.482759,0.517241,0.172414
295,0,4,0.666667,0.002107,0.338786,0.000006,1,0.005336,0.8,0.2,0.2
296,0,38,0.083926,0.020021,0.38086,0.001376,1,0.071991,0.546875,0.453125,0.40625
298,0,18,0.130719,0.009484,0.362487,0.000648,1,0.043956,0.5625,0.4375,0.4375
299,0,31,0.098925,0.016333,0.39781,0.001978,1,0.176471,0.738095,0.261905,0.261905
300,0,12,0.121212,0.006322,0.352395,0.001671,1,0.083744,0.588235,0.411765,0.294118
301,0,1,,0.000527,0.29359,0,1,0.005731,0.5,0.5,0.5
302,0,56,0.068831,0.029505,0.403599,0.0055,1,0.406542,0.54023,0.45977,0.356322
303,0,22,0.056277,0.011591,0.356863,0.000394,1,1.407407,0.5,0.5,0.421053
304,0,4,,0.002107,0.318154,0.000114,1,0.010593,0.8,0.2,0.2
305,0,7,0.190476,0.003688,0.335352,0.000093,1,0.014493,0.6,0.4,0.3
306,0,58,0.095584,0.030558,0.39689,0.004531,1,0.508671,0.534091,0.465909,0.340909
307,0,20,0.105263,0.010537,0.367073,0.0003,1,0.036212,0.384615,0.615385,0.230769
309,0,50,0.061224,0.026344,0.376827,0.002802,1,0.070064,0.532468,0.467532,0.350649
310,0,4,0.166667,0.002107,0.319664,0.000005,1,0.057143,0.25,0.75,0
311,0,30,0.089655,0.015806,0.387591,0.000763,1,0.050971,0.714286,0.285714,0.285714
312,0,13,0.307692,0.006849,0.355316,0.000209,1,0.022989,0.590909,0.409091,0.409091
313,0,17,0.095588,0.008957,0.362208,0.000276,1,0.024615,0.583333,0.416667,0.291667
314,0,33,0.045455,0.017387,0.38823,0.000924,1,0.055242,0.510204,0.489796,0.326531
315,0,18,0.124183,0.009484,0.36894,0.000264,1,0.114833,0.75,0.25,0.25
316,0,33,0.106061,0.017387,0.38287,0.001445,1,0.050505,0.64,0.36,0.34
317,0,60,0.132768,0.031612,0.409292,0.004324,1,2.666667,0.46875,0.53125,0.375
318,0,23,0.118577,0.012118,0.381014,0.001124,1,0.041408,0.575,0.425,0.425
319,0,22,0.090909,0.011591,0.372805,0.000541,1,0.214765,0.5625,0.4375,0.3125
320,0,1,,0.000527,0.242263,0,1,0.000806,1,0,0
322,0,12,0.166667,0.006322,0.357404,0.000095,1,0.054839,0.647059,0.352941,0.294118
324,0,9,0.138889,0.004742,0.352329,0.000855,1,0.01847,0.642857,0.357143,0.357143
327,0,18,0.006536,0.009484,0.354115,0.000249,1,0.104545,0.347826,0.652174,0.217391
328,0,5,0.2,0.002634,0.313553,0.000062,1,0.013462,0.714286,0.285714,0.285714
329,0,10,0.111111,0.005269,0.32378,0.000375,1,0.025568,0.555556,0.444444,0.444444
330,0,1,,0.000527,0.315652,0,1,0.005128,1,0,0
331,0,2,,0.001054,0.295383,0.000003,1,0.003817,1,0,0
332,0,19,0.175439,0.010011,0.366004,0.000278,1,0.059548,0.586207,0.413793,0.344828
333,0,12,0.19697,0.006322,0.352461,0.000141,1,0.02043,0.631579,0.368421,0.368421
334,0,20,0.1,0.010537,0.362487,0.001207,1,0.107143,0.333333,0.666667,0.333333
335,0,23,0.075099,0.012118,0.356189,0.000527,1,0.06181,0.357143,0.642857,0.178571
336,0,8,0.178571,0.004215,0.330764,0.00002,1,0.084746,0.4,0.6,0.2
337,0,48,0.135638,0.02529,0.392675,0.001507,1,0.152381,0.5125,0.4875,0.4
338,0,18,0.058824,0.009484,0.350822,0.001342,1,0.121212,0.464286,0.535714,0.357143
339,0,35,0.087395,0.01844,0.38879,0.001326,1,0.059293,0.461538,0.538462,0.326923
340,0,6,0.066667,0.003161,0.327434,0.000038,1,0.04878,0.75,0.25,0.25
341,0,46,0.04058,0.024236,0.376902,0.002256,1,0.205128,0.555556,0.444444,0.361111
342,0,66,0.026107,0.034773,0.3864,0.004532,1,0.17803,0.351064,0.648936,0.297872
343,0,37,0.063063,0.019494,0.394152,0.002557,1,0.093933,0.6875,0.3125,0.229167
344,0,11,0.272727,0.005796,0.364589,0.000118,1,0.047478,0.5,0.5,0.3125
345,0,14,0.032967,0.007376,0.346122,0.002526,1,0.092593,0.35,0.65,0.3
346,0,42,0.061556,0.022129,0.38561,0.003444,1,0.086614,0.560606,0.439394,0.363636
347,0,3,0.333333,0.001581,0.296497,0.000002,1,0.007533,0.75,0.25,0.25
348,0,3,0.333333,0.001581,0.304442,0.000005,1,0.009804,0.75,0.25,0.25
349,0,24,0.054348,0.012645,0.363956,0.000971,1,0.120438,0.69697,0.30303,0.272727
350,0,31,0.049462,0.016333,0.357201,0.001141,1,14,0.309524,0.690476,0.261905
351,0,8,0.107143,0.004215,0.33964,0.000028,1,0.277778,0.5,0.5,0.2
352,0,21,0.242857,0.011064,0.359721,0.000193,1,0.075325,0.724138,0.275862,0.275862
353,0,40,0.135897,0.021075,0.408406,0.004686,1,0.077193,0.575758,0.424242,0.393939
354,0,4,0.5,0.002107,0.320533,0.000002,1,0.007398,0.666667,0.333333,0.333333
355,0,16,0.166667,0.00843,0.370461,0.000208,1,0.026018,0.695652,0.304348,0.304348
356,0,19,0.023392,0.010011,0.358627,0.000273,1,0.113636,0.533333,0.466667,0.366667
358,0,25,0.103333,0.013172,0.393659,0.00156,1,0.672414,0.615385,0.384615,0.358974
359,0,8,0.321429,0.004215,0.341176,0.000053,1,0.097345,0.727273,0.272727,0.272727
360,0,3,0.333333,0.001581,0.339884,0.000006,1,0.022901,1,0,0
361,0,26,0.018462,0.013699,0.354648,0.000571,1,0.12,0.363636,0.636364,0.212121
362,0,7,0.095238,0.003688,0.327434,0.000031,1,0.012088,0.636364,0.363636,0.363636
363,0,6,0.066667,0.003161,0.326244,0.000031,1,0.030303,0.333333,0.666667,0.333333
364,0,13,0.115385,0.006849,0.330939,0.000125,1,0.024194,0.571429,0.428571,0.380952
365,0,27,0.116809,0.014226,0.389915,0.000662,1,0.063158,0.75,0.25,0.25
366,0,8,0.178571,0.004215,0.3431,0.000071,1,0.024775,0.545455,0.454545,0.272727
367,0,20,0.173684,0.010537,0.368291,0.000253,1,0.117845,0.514286,0.485714,0.428571
368,0,58,0.07562,0.030558,0.397726,0.003946,1,0.136012,0.579545,0.420455,0.340909
369,0,1,,0.000527,0.298279,0,1,0.004386,1,0,0
370,0,9,0.027778,0.004742,0.330243,0.000189,1,0.018207,0.538462,0.461538,0.307692
371,0,28,0.12963,0.014752,0.396139,0.001734,1,0.125,0.710526,0.289474,0.263158
373,0,13,0.141026,0.006849,0.350953,0.000139,1,0.01908,0.705882,0.294118,0.235294
374,0,6,0.533333,0.003161,0.351607,0.00003,1,0.009602,0.857143,0.142857,0.142857
375,0,27,0.082621,0.014226,0.376978,0.000822,1,0.054161,0.634146,0.365854,0.341463
376,0,22,0.177489,0.011591,0.374954,0.000553,1,0.19337,0.6,0.4,0.371429
377,0,46,0.094686,0.024236,0.396639,0.002286,1,0.096539,0.207547,0.792453,0.132075
378,0,29,0.108374,0.015279,0.388549,0.000645,1,0.094518,0.58,0.42,0.42
379,0,26,0.070769,0.013699,0.374805,0.000659,1,0.075221,0.588235,0.411765,0.235294
380,0,3,,0.001581,0.314809,0.000024,1,0.003046,1,0,0
381,0,2,,0.001054,0.312565,0.000003,1,0.019048,1,0,0
382,0,3,,0.001581,0.327661,0.000023,1,0.002994,1,0,0
383,0,2,1,0.001054,0.31581,0,1,0.016807,1,0,0
384,0,2,,0.001054,0.27485,0.000001,1,0.038095,0.5,0.5,0.5
385,0,6,0.133333,0.003161,0.350041,0.000029,1,0.03937,0.5,0.5,0.4
386,0,22,0.073593,0.011591,0.367502,0.00058,1,0.0327,0.709677,0.290323,0.290323
387,0,4,0.5,0.002107,0.314546,0.000002,1,0.046053,0.571429,0.428571,0.428571
388,0,32,0.185484,0.01686,0.373395,0.000759,1,0.062937,0.555556,0.444444,0.407407
389,0,69,0.074169,0.036354,0.413873,0.005053,1,0.124597,0.5,0.5,0.405172
390,0,2,,0.001054,0.293727,0.000001,1,0.005505,0.666667,0.333333,0.333333
391,0,26,0.04,0.013699,0.380169,0.00065,1,0.07074,0.590909,0.409091,0.409091
392,0,39,0.126856,0.020548,0.396306,0.003349,1,0.091311,0.516129,0.483871,0.370968
393,0,54,0.06499,0.028451,0.400174,0.003319,1,0.815534,0.607143,0.392857,0.357143
394,0,36,0.114286,0.018967,0.390238,0.00141,1,0.106572,0.55,0.45,0.4
396,0,37,0.10961,0.019494,0.399242,0.001189,1,0.183607,0.660714,0.339286,0.339286
397,0,1,,0.000527,0.27485,0,1,0.003571,1,0,0
398,0,72,0.06964,0.037935,0.402051,0.004498,1,0.703226,0.376147,0.623853,0.33945
399,0,12,0.015152,0.006322,0.310865,0.000121,1,0.031034,0.333333,0.666667,0.333333
401,0,6,0.066667,0.003161,0.332397,0.000043,1,0.022272,0.6,0.4,0.4
402,0,25,0.053333,0.013172,0.375327,0.002756,1,0.03407,0.621622,0.378378,0.324324
403,0,7,0.095238,0.003688,0.320806,0.000017,1,0.007974,0.5,0.5,0.3
404,0,10,0.244444,0.005269,0.354248,0.000147,1,0.035443,0.642857,0.357143,0.285714
405,0,23,0.043478,0.012118,0.370025,0.000559,1,0.076923,0.638889,0.361111,0.361111
406,0,2,1,0.001054,0.313136,0,1,0.014184,1,0,0
407,0,13,0.217949,0.006849,0.353584,0.000166,1,0.021073,0.590909,0.409091,0.409091
408,0,15,0.142857,0.007903,0.347589,0.000258,1,0.035889,0.636364,0.363636,0.318182
409,0,31,0.109677,0.016333,0.393988,0.000898,1,0.039256,0.368421,0.631579,0.184211
410,0,5,0.1,0.002634,0.321517,0.000028,1,0.004792,0.833333,0.166667,0.166667
411,0,3,,0.001581,0.340929,0.00002,1,0.003559,1,0,0
412,0,1,,0.000527,0.289978,0,1,0.002283,1,0,0
413,0,17,0.125,0.008957,0.355383,0.001176,1,0.5,0.666667,0.333333,0.291667
415,0,38,0.106686,0.020021,0.389754,0.00302,1,1.459459,0.481481,0.518519,0.296296
416,0,4,0.166667,0.002107,0.307921,0.000012,1,0.007496,0.8,0.2,0.2
417,0,2,1,0.001054,0.327946,0,1,0.004494,1,0,0
418,0,19,0.046784,0.010011,0.353651,0.000681,1,0.063452,0.48,0.52,0.24
419,0,9,0.027778,0.004742,0.347141,0.000113,1,0.042254,1,0,0
420,0,4,,0.002107,0.324003,0.00004,1,0.033898,1,0,0
421,0,7,0.095238,0.003688,0.320533,0.000061,1,0.02268,0.454545,0.545455,0.363636
422,0,36,0.084127,0.018967,0.379023,0.000648,1,0.447154,0.436364,0.563636,0.345455
423,0,30,0.013793,0.015806,0.354182,0.000534,1,0.057576,0.210526,0.789474,0.210526
424,0,10,0.177778,0.005269,0.344604,0.000043,1,0.011215,0.333333,0.666667,0.166667
425,0,11,0.127273,0.005796,0.329608,0.000043,1,0.050938,0.473684,0.526316,0.421053
428,0,3,0.333333,0.001581,0.333986,0.000002,1,0.013029,0.75,0.25,0.25
429,0,38,0.061166,0.020021,0.387432,0.003016,1,0.057282,0.559322,0.440678,0.355932
430,0,24,0.155797,0.012645,0.380783,0.000479,1,0.096953,0.342857,0.657143,0.314286
431,0,75,0.038919,0.039515,0.39473,0.003384,1,0.331325,0.318182,0.681818,0.318182
432,0,7,0.142857,0.003688,0.330591,0.000036,1,0.027304,0.625,0.375,0.125
433,0,2,,0.001054,0.290873,0.000027,1,0.002534,0.666667,0.333333,0.333333
434,0,2,,0.001054,0.282296,0.000042,1,0.003521,0.666667,0.333333,0.333333
435,0,2,1,0.001054,0.309386,0,1,0.003672,0.333333,0.666667,0.333333
436,0,3,,0.001581,0.320861,0.000016,1,0.014019,1,0,0
438,0,15,0.07619,0.007903,0.332104,0.000269,1,0.169492,0.75,0.25,0.25
439,0,27,0.190883,0.014226,0.386955,0.000667,1,0.182203,0.534884,0.465116,0.372093
440,0,24,0.137681,0.012645,0.359584,0.000489,1,0.131086,0.571429,0.428571,0.314286
442,0,12,0.030303,0.006322,0.33316,0.000156,1,0.020906,0.444444,0.555556,0.333333
443,0,10,0.111111,0.005269,0.363255,0.000396,1,0.278689,0.470588,0.529412,0.411765
444,0,1,,0.000527,0.307771,0,1,0.002874,1,0,0
445,0,13,0.166667,0.006849,0.368867,0.000387,1,0.05136,0.764706,0.235294,0.235294
446,0,2,,0.001054,0.318692,0.000014,1,0.002125,1,0,0
447,0,35,0.05042,0.01844,0.390318,0.001355,1,0.059952,0.36,0.64,0.3
448,0,46,0.061836,0.024236,0.376827,0.001144,1,0.138144,0.402985,0.597015,0.313433
449,0,22,0.090909,0.011591,0.375029,0.000379,1,0.084615,0.666667,0.333333,0.333333
450,0,3,,0.001581,0.312928,0.000003,1,0.005682,1,0,0
451,0,8,0.107143,0.004215,0.355651,0.001138,1,0.015929,0.777778,0.222222,0.111111
452,0,8,0.035714,0.004215,0.349457,0.000043,1,0.024316,1,0,0
453,0,6,0.333333,0.003161,0.346059,0.000624,1,0.011182,0.571429,0.428571,0.142857
454,0,60,0.059322,0.031612,0.401281,0.004499,1,0.604938,0.561224,0.438776,0.387755
455,0,1,,0.000527,0.297011,0,1,0.004808,1,0,0
456,0,50,0.091429,0.026344,0.402909,0.002245,1,0.068045,0.544304,0.455696,0.367089
457,0,3,,0.001581,0.298894,0.00001,1,0.039216,0.75,0.25,0.25
458,0,1,,0.000527,0.297011,0,1,0.001294,1,0,0
459,0,2,,0.001054,0.3135,0.000002,1,0.105263,1,0,0
460,0,39,0.049933,0.020548,0.393988,0.002702,1,0.052268,0.735849,0.264151,0.264151
461,0,2,1,0.001054,0.304737,0,1,0.005102,0.666667,0.333333,0.333333
462,0,26,0.135385,0.013699,0.387591,0.002277,1,0.138462,0.466667,0.533333,0.422222
463,0,38,0.065434,0.020021,0.392675,0.002707,1,0.626263,0.580645,0.419355,0.387097
465,0,9,0.305556,0.004742,0.359584,0.00013,1,0.378378,0.571429,0.428571,0.357143
466,0,10,0.155556,0.005269,0.364871,0.000106,1,0.02554,0.769231,0.230769,0.230769
467,0,2,1,0.001054,0.300369,0,1,0.019108,0.666667,0.333333,0.333333
468,0,24,0.068841,0.012645,0.359173,0.000671,1,0.078512,0.578947,0.421053,0.368421
469,0,13,0.012821,0.006849,0.332455,0.00011,1,0.061625,0.409091,0.590909,0.409091
470,0,8,0.035714,0.004215,0.331462,0.000033,1,0.012232,0.5,0.5,0.333333
471,0,4,,0.002107,0.309844,0.000006,1,0.011236,1,0,0
472,0,8,0.428571,0.004215,0.356525,0.00005,1,0.009444,0.888889,0.111111,0.111111
473,0,9,0.138889,0.004742,0.346822,0.00006,1,0.027211,0.5625,0.4375,0.4375
474,0,59,0.071888,0.031085,0.411076,0.004779,1,0.129477,0.414894,0.585106,0.37234
476,0,4,,0.002107,0.330822,0.000013,1,0.010753,1,0,0
477,0,8,0.357143,0.004215,0.345361,0.000492,1,0.0141,0.615385,0.384615,0.384615
478,0,2,,0.001054,0.290201,0.000003,1,0.002786,1,0,0
479,0,51,0.138039,0.02687,0.40726,0.001694,1,0.118669,0.536585,0.463415,0.378049
480,0,10,0.088889,0.005269,0.358559,0.000089,1,0.020446,0.909091,0.090909,0.090909
481,0,55,0.106397,0.028978,0.398651,0.002603,1,0.096698,0.536585,0.463415,0.329268
482,0,77,0.136364,0.040569,0.430696,0.005496,1,0.124113,0.495238,0.504762,0.266667
483,0,30,0.098851,0.015806,0.38561,0.000827,1,0.090056,0.375,0.625,0.375
484,0,6,0.133333,0.003161,0.341052,0.000035,1,0.012255,0.4,0.6,0.4
485,0,2,1,0.001054,0.28602,0,1,0.019355,0.333333,0.666667,0.333333
486,0,1,,0.000527,0.278297,0,1,0.001605,1,0,0
487,0,11,0.218182,0.005796,0.369953,0.000075,1,0.073171,0.555556,0.444444,0.388889
488,0,7,0.238095,0.003688,0.347781,0.000042,1,0.025882,0.636364,0.363636,0.363636
489,0,4,0.333333,0.002107,0.328747,0.000006,1,0.013123,0.8,0.2,0.2
490,0,2,,0.001054,0.317619,0.000013,1,0.002433,1,0,0
491,0,1,,0.000527,0.289978,0,1,0.0025,1,0,0
492,0,27,0.008547,0.014226,0.352066,0.00058,1,0.052419,0.384615,0.615385,0.307692
493,0,3,0.333333,0.001581,0.30356,0.000003,1,0.087719,0.4,0.6,0.4
494,0,15,0.180952,0.007903,0.369663,0.001499,1,0.112195,0.391304,0.608696,0.347826
495,0,66,0.065268,0.034773,0.409204,0.003528,1,0.159459,0.525424,0.474576,0.440678
496,0,12,0.015152,0.006322,0.337996,0.00007,1,0.019408,0.473684,0.526316,0.368421
498,0,55,0.078788,0.028978,0.40577,0.005336,1,0.298305,0.511364,0.488636,0.375
499,0,2,1,0.001054,0.330475,0,1,0.005405,1,0,0
500,0,3,,0.001581,0.319339,0.000004,1,0.010135,1,0,0
501,0,7,0.047619,0.003688,0.32846,0.000024,1,0.127451,0.538462,0.461538,0.461538
502,0,68,0.065408,0.035827,0.421174,0.005335,1,0.135211,0.635417,0.364583,0.291667
503,0,24,0.177536,0.012645,0.386955,0.00047,1,0.05163,0.394737,0.605263,0.368421
504,0,23,0.059289,0.012118,0.382017,0.001462,1,0.281481,0.552632,0.447368,0.394737
505,0,3,,0.001581,0.318315,0.000002,1,0.003161,1,0,0
506,0,1,,0.000527,0.289978,0,1,0.002538,1,0,0
507,0,6,0.066667,0.003161,0.323281,0.000037,1,0.023585,0.5,0.5,0.4
508,0,4,,0.002107,0.325794,0.000008,1,0.023438,0.666667,0.333333,0.333333
509,0,61,0.04918,0.032139,0.390076,0.002793,1,0.136842,0.450549,0.549451,0.32967
510,0,1,,0.000527,0.286151,0,1,0.003289,1,0,0
511,0,8,0.035714,0.004215,0.337331,0.000038,1,0.048035,0.727273,0.272727,0.272727
512,0,4,,0.002107,0.323502,0.000029,1,0.005571,1,0,0
513,0,58,0.095584,0.030558,0.397559,0.003102,1,0.195789,0.591398,0.408602,0.376344
514,0,44,0.084567,0.023182,0.386876,0.001748,1,0.492958,0.528571,0.471429,0.371429
515,0,8,0.428571,0.004215,0.348102,0.000037,1,0.034615,0.888889,0.111111,0.111111
516,0,12,0.075758,0.006322,0.339456,0.000495,1,0.155738,0.526316,0.473684,0.368421
517,0,23,0.083004,0.012118,0.354382,0.00198,1,0.164179,0.424242,0.575758,0.30303
518,0,16,0.091667,0.00843,0.360547,0.0025,1,0.05104,0.481481,0.518519,0.407407
519,0,4,,0.002107,0.32317,0.000033,1,0.005013,1,0,0
520,0,18,0.176471,0.009484,0.365508,0.000959,1,0.107143,0.407407,0.592593,0.333333
521,0,2,,0.001054,0.30652,0.000008,1,0.007229,0.666667,0.333333,0.333333
522,0,4,,0.002107,0.322066,0.000021,1,0.006795,0.5,0.5,0.333333
524,0,1,,0.000527,0.296964,0,1,0.001988,1,0,0
525,0,27,0.128205,0.014226,0.378263,0.001254,1,0.097087,0.5,0.5,0.46
526,0,2,1,0.001054,0.275211,0,1,0.015228,0.666667,0.333333,0.333333
527,0,30,0.126437,0.015806,0.40111,0.001502,1,0.053985,0.714286,0.285714,0.285714
528,0,7,0.095238,0.003688,0.354915,0.000044,1,0.027132,1,0,0
529,0,3,,0.001581,0.328403,0.000006,1,0.004121,1,0,0
530,0,2,,0.001054,0.285026,0.000004,1,0.003049,1,0,0
531,0,1,,0.000527,0.278297,0,1,0.001996,1,0,0
532,0,14,0.175824,0.007376,0.352593,0.000158,1,0.027972,0.541667,0.458333,0.416667
533,0,1,,0.000527,0.304688,0,1,0.000988,1,0,0
534,0,8,0.107143,0.004215,0.347397,0.000101,1,0.03663,0.8,0.2,0.2
535,0,5,0.3,0.002634,0.333455,0.000015,1,0.004386,0.5,0.5,0.166667
536,0,55,0.045791,0.028978,0.399411,0.003572,1,0.105869,0.543478,0.456522,0.402174
537,0,15,0.019048,0.007903,0.336309,0.000337,1,0.034993,0.461538,0.538462,0.423077
538,0,39,0.060729,0.020548,0.393741,0.003618,1,0.07781,0.62963,0.37037,0.277778
539,0,24,0.065217,0.012645,0.360133,0.000404,1,0.094077,0.222222,0.777778,0.111111
540,0,32,0.106855,0.01686,0.375178,0.000801,1,0.070048,0.551724,0.448276,0.448276
541,0,4,,0.002107,0.331812,0.000019,1,0.084746,0.8,0.2,0.2
542,0,62,0.081438,0.032666,0.3944,0.002979,1,0.090987,0.528302,0.471698,0.415094
543,0,12,0.060606,0.006322,0.370534,0.000215,1,0.055556,0.578947,0.421053,0.368421
544,0,25,0.06,0.013172,0.371996,0.000901,1,0.042007,0.666667,0.333333,0.305556
545,0,21,0.152381,0.011064,0.357065,0.000429,1,0.725,0.586207,0.413793,0.275862
546,0,44,0.114165,0.023182,0.387751,0.001897,1,0.075145,0.353846,0.646154,0.323077
547,0,34,0.156863,0.017914,0.387591,0.001187,1,0.133017,0.482143,0.517857,0.392857
548,0,12,0.30303,0.006322,0.354115,0.000105,1,0.061433,0.666667,0.333333,0.333333
549,0,22,0.164502,0.011591,0.382327,0.000418,1,0.125448,0.6,0.4,0.371429
550,0,2,,0.001054,0.302295,0.000002,1,0.008696,1,0,0
551,0,26,0.132308,0.013699,0.365649,0.00043,1,0.29,0.137931,0.862069,0.103448
552,0,10,0.022222,0.005269,0.32417,0.000082,1,0.012987,0.307692,0.692308,0.230769
553,0,6,0.066667,0.003161,0.33909,0.000047,1,0.015789,0.666667,0.333333,0.333333
554,0,5,0.5,0.002634,0.336129,0.000006,1,0.006579,0.714286,0.285714,0.285714
555,0,63,0.086534,0.033193,0.386717,0.003659,1,0.435754,0.25641,0.74359,0.192308
556,0,4,,0.002107,0.332925,0.000046,1,0.01023,1,0,0
557,0,35,0.055462,0.01844,0.376827,0.000733,1,0.09772,0.466667,0.533333,0.416667
558,0,1,,0.000527,0.287328,0,1,0.001124,1,0,0
559,0,4,0.333333,0.002107,0.320425,0.000002,1,0.022321,0.8,0.2,0.2
560,0,26,0.126154,0.013699,0.375477,0.000384,1,1.482759,0.534884,0.465116,0.395349
561,0,38,0.061166,0.020021,0.398904,0.002781,1,0.123288,0.507937,0.492063,0.396825
562,0,9,0.583333,0.004742,0.330417,0.000015,1,0.034682,0.5,0.5,0.25
563,0,8,0.107143,0.004215,0.341856,0.001077,1,0.008643,0.5,0.5,0.2
564,0,4,0.166667,0.002107,0.321243,0.000026,1,0.009153,1,0,0
565,0,1,,0.000527,0.296964,0,1,0.019231,1,0,0
566,0,9,0.166667,0.004742,0.367788,0.000115,1,0.027778,1,0,0
567,0,26,0.132308,0.013699,0.373395,0.001575,1,1.387097,0.488372,0.511628,0.395349
568,0,3,0.333333,0.001581,0.303316,0.000011,1,0.02994,0.6,0.4,0.4
569,0,36,0.101587,0.018967,0.39689,0.001919,1,0.067651,0.472727,0.527273,0.345455
570,0,11,0.290909,0.005796,0.33709,0.000104,1,0.448276,0.846154,0.153846,0.153846
571,0,8,0.214286,0.004215,0.341176,0.000028,1,0.038348,0.615385,0.384615,0.384615
572,0,3,,0.001581,0.313709,0.000008,1,0.009404,1,0,0
573,0,22,0.181818,0.011591,0.369735,0.000374,1,0.052482,0.540541,0.459459,0.405405
574,0,7,0.142857,0.003688,0.327207,0.000062,1,0.028125,0.444444,0.555556,0.222222
575,0,8,0.214286,0.004215,0.321846,0.000143,1,0.007468,0.8,0.2,0.2
576,0,28,0.079365,0.014752,0.372952,0.001345,1,0.046778,0.511111,0.488889,0.377778
577,0,4,0.5,0.002107,0.348553,0.000012,1,0.004757,0.8,0.2,0.2
578,0,4,0.166667,0.002107,0.301089,0.000009,1,0.014799,0.571429,0.428571,0.428571
