Source,Target,cluster
1851,2097,1
1851,4346,1
1852,9803,1
1853,3823,1
1853,2067,1
1853,3978,2
1854,9805,1
1854,8074,1
1856,9810,1
1857,7891,1
1857,6282,1
1857,3063,1
1857,5274,1
1858,9813,1
1859,5993,1
1859,7093,1
1859,7671,1
1859,9142,1
1859,8454,1
1859,5942,1
1859,5842,1
1859,4893,1
1859,4633,1
1859,2417,1
1860,9824,1
1861,4992,1
1862,9824,1
1863,6943,1
1864,9837,1
1865,5993,1
1865,7093,1
1865,8205,1
1865,9142,1
1865,8454,1
1865,6002,1
1865,5842,1
1865,4893,1
1865,2417,1
1865,2413,1
1866,9840,1
1866,7620,1
1866,3287,1
1867,6159,1
1867,7249,1
1867,7793,1
1867,7867,1
1867,8915,1
1867,5356,1
1867,5065,1
1867,5021,1
1867,2085,1
1867,1971,1
1868,9848,1
1868,4945,1
1869,6547,1
1869,7069,1
1869,7369,1
1869,8555,1
1869,9138,1
1869,8270,1
1869,7786,1
1869,6148,1
1869,5690,1
1869,5628,1
1869,5596,1
1869,5337,1
1869,4395,1
1869,2473,1
1869,2303,1
1869,2255,1
1870,9854,1
1871,5677,1
1871,6743,1
1871,7277,1
1871,7773,1
1871,8447,1
1871,10409,1
1871,8828,1
1871,6958,1
1871,5796,1
1871,4901,1
1871,4289,1
1871,2653,1
1872,9854,1
1872,5616,1
1872,4621,1
1873,7849,1
1873,9881,1
1873,9768,1
1873,6654,1
1873,6096,1
1873,5123,1
1873,4593,1
1873,3349,1
1873,2609,1
1873,2125,1
1874,9854,1
1874,4515,1
1875,6273,1
1875,6355,1
1875,6399,1
1875,7221,1
1875,7585,1
1875,7993,1
1875,8783,1
1875,10341,1
1875,9728,1
1875,8598,1
1875,8512,1
1875,8060,1
1875,4783,1
1875,4725,1
1875,2737,1
1875,2635,1
1875,2507,1
1875,2383,1
1875,2225,1
1875,1903,1
1876,9854,1
1877,8984,1
1877,5272,1
1878,9854,1
1878,4621,1
1879,10144,1
1880,9854,1
1880,9737,1
1881,8275,1
1881,7054,1
1881,4227,1
1881,2165,1
1882,9861,1
1882,10028,1
1882,10461,1
1882,10671,1
1882,6548,1
1882,3259,1
1882,3177,1
1883,8247,1
1883,9538,1
1883,8342,1
1883,8038,1
1883,2739,1
1884,9865,1
1884,10491,1
1885,6249,1
1885,7323,1
1885,8391,1
1885,6146,1
1885,5772,1
1885,4559,1
1885,2021,1
1886,9865,1
1886,10491,1
1887,7109,1
1887,8593,1
1887,9863,1
1887,8898,1
1887,8292,1
1887,6110,1
1887,5714,1
1887,5087,1
1887,4823,1
1887,4467,1
1887,4357,1
1887,4167,1
1887,2283,1
1887,1997,1
1887,1929,1
1887,4042,1
1888,9869,1
1889,6175,1
1889,6371,1
1889,6575,1
1889,6939,1
1889,7125,1
1889,7403,1
1889,7465,1
1889,8345,1
1889,8503,1
1889,9756,1
1889,9590,1
1889,9446,1
1889,9328,1
1889,8836,1
1889,8546,1
1889,8306,1
1889,7894,1
1889,6988,1
1889,6160,1
1889,5994,1
1889,5498,1
1889,5329,1
1889,4931,1
1889,4417,1
1889,4169,1
1889,2509,1
1889,2251,1
1889,1983,1
1889,1955,1
1889,1895,1
1890,9869,1
1890,7878,1
1891,5995,1
1891,10458,1
1891,6508,1
1891,1908,1
1892,9872,1
1892,6822,1
1892,4261,1
1893,6359,1
1893,8717,1
1893,9694,1
1893,8358,2
1893,4367,1
1893,2585,1
1893,2527,1
1893,2532,1
1894,9872,1
1895,5429,2
1895,6175,2
1895,6209,1
1895,6371,1
1895,6379,1
1895,6575,1
1895,6939,2
1895,7125,2
1895,7465,2
1895,7533,1
1895,8345,2
1895,8503,1
1895,9756,1
1895,9590,1
1895,9446,1
1895,9328,1
1895,8952,1
1895,8836,2
1895,8700,1
1895,8546,1
1895,8446,1
1895,8306,2
1895,7968,2
1895,7894,1
1895,7004,2
1895,6988,2
1895,6696,1
1895,6160,2
1895,6068,2
1895,5994,1
1895,5780,1
1895,5498,2
1895,5329,2
1895,4961,1
1895,4931,2
1895,4869,2
1895,4857,1
1895,4487,2
1895,4469,2
1895,4417,2
1895,4323,1
1895,4169,2
1895,2509,2
1895,2321,1
1895,2251,1
1895,2171,1
1895,2153,1
1895,2133,2
1895,1983,2
1895,1955,2
1895,1917,2
1896,9875,1
1896,9746,1
1896,6036,1
1896,2741,1
1897,5991,1
1897,6043,1
1897,6547,1
1897,6893,1
1897,6967,1
1897,7591,1
1897,7625,1
1897,7655,1
1897,7841,1
1897,7869,1
1897,7901,1
1897,7935,1
1897,8079,1
1897,8209,1
1897,8523,1
1897,8527,1
1897,8657,1
1897,8893,1
1897,8915,1
1897,10107,1
1897,9941,1
1897,9801,1
1897,9791,1
1897,9410,1
1897,8872,1
1897,8864,1
1897,8750,1
1897,8534,1
1897,8452,1
1897,8414,1
1897,8402,1
1897,8292,1
1897,8226,1
1897,8176,1
1897,5896,1
1897,5552,1
1897,5197,1
1897,5065,1
1897,4963,1
1897,2709,1
1897,2483,1
1897,2439,1
1897,2343,1
1897,2325,1
1897,2301,1
1897,2293,1
1897,2229,1
1897,2217,1
1897,2159,1
1897,2107,1
1897,2061,1
1897,2039,1
1897,2015,1
1897,2714,1
1898,9880,1
1899,8244,1
1899,5135,1
1899,4461,1
1899,2475,1
1899,2183,1
1900,9888,1
1900,7450,1
1901,7077,1
1901,7364,1
1902,9888,1
1902,7450,1
1903,6273,1
1903,6355,1
1903,6399,1
1903,7221,1
1903,7585,1
1903,7993,1
1903,8783,1
1903,10341,1
1903,9728,1
1903,8598,1
1903,8512,1
1903,8060,1
1903,4783,1
1903,4725,1
1903,2737,1
1903,2635,1
1903,2507,1
1903,2383,1
1903,2225,1
1904,9914,1
1905,6031,1
1905,6077,1
1905,6113,1
1905,6381,1
1905,7553,1
1905,7625,1
1905,8461,1
1905,8705,1
1905,8855,1
1905,9714,1
1905,9832,1
1905,9609,1
1905,9248,1
1905,8928,1
1905,8742,1
1905,8368,1
1905,5802,1
1905,5414,1
1905,5165,1
1905,5131,1
1905,5057,1
1905,5051,1
1905,4763,1
1905,4561,1
1905,4473,1
1905,4325,1
1905,4181,1
1905,4121,1
1905,2909,1
1905,2423,1
1905,2301,1
1905,2099,1
1906,9917,1
1906,10672,1
1907,6765,1
1907,7523,1
1907,8283,1
1907,10316,1
1907,9078,1
1907,8352,1
1908,9921,1
1910,9922,1
1912,9922,1
1913,5678,1
1913,2487,1
1914,9922,1
1915,8337,1
1915,9170,1
1915,5506,1
1915,4189,2
1915,2433,2
1915,2167,1
1915,1957,2
1916,9925,1
1917,6175,2
1917,6575,1
1917,6939,2
1917,7403,1
1917,8345,2
1917,9590,1
1917,9446,1
1917,9328,1
1917,8836,2
1917,8700,1
1917,8306,2
1917,7894,1
1917,6988,2
1917,6160,2
1917,6068,2
1917,5564,1
1917,5498,2
1917,5329,2
1917,4961,1
1917,4417,2
1917,2251,1
1917,2171,1
1917,2133,2
1917,1983,2
1917,1955,2
1918,9927,1
1918,9204,1
1918,4735,1
1918,4683,1
1918,4227,1
1918,2249,1
1919,8191,1
1919,5762,1
1920,9940,1
1921,8513,1
1921,9710,1
1921,9434,1
1921,5005,1
1921,2519,1
1922,9947,1
1922,10060,1
1923,2376,1
1924,9947,1
1925,10277,1
1925,5230,1
1926,9955,1
1926,10014,1
1928,9964,1
1928,9322,1
1928,9224,1
1928,8858,1
1928,5988,1
1928,4647,1
1929,9863,1
1929,8910,1
1929,8292,1
1929,4823,1
1930,9971,1
1931,6639,1
1931,8191,1
1931,10464,1
1931,10171,1
1931,9344,1
1931,6000,1
1931,4905,1
1931,3585,1
1931,3537,1
1931,2869,1
1931,2210,1
1932,9975,1
1932,7924,1
1933,10328,1
1933,8632,1
1933,3295,1
1933,2140,1
1934,9994,1
1934,8562,1
1934,8440,1
1934,6602,1
1934,6450,1
1934,3461,1
1935,9672,1
1936,10001,1
1936,4713,1
1937,6533,1
1937,4109,1
1937,2231,1
1938,10006,1
1939,5547,1
1939,2313,1
1939,5270,1
1940,10006,1
1940,10585,1
1941,4421,1
1942,10006,1
1942,7512,1
1943,9534,1
1943,7860,1
1944,10009,1
1945,5699,1
1945,8221,1
1945,10673,1
1945,8704,1
1945,7142,1
1945,7046,1
1945,4149,1
1945,3167,1
1946,10015,1
1946,10230,1
1947,8567,1
1947,9722,1
1947,6726,1
1947,2839,1
1947,2773,1
1947,5268,1
1947,3238,1
1948,10015,1
1949,2654,1
1950,10019,1
1950,10240,1
1950,9579,1
1950,6230,1
1951,6849,1
1951,7609,1
1951,7709,1
1951,9649,1
1951,9657,1
1951,10052,1
1951,9292,1
1951,8460,1
1951,7128,1
1951,7062,1
1951,6688,1
1951,5760,1
1951,5374,1
1951,5139,1
1951,4859,1
1951,3347,1
1951,2075,1
1951,2616,1
1952,10023,1
1953,4621,1
1953,2353,1
1954,10028,1
1955,6175,2
1955,6209,1
1955,6371,1
1955,6575,1
1955,6939,2
1955,7125,2
1955,7465,2
1955,7533,1
1955,8345,2
1955,8503,1
1955,9756,1
1955,9590,1
1955,9446,1
1955,9328,1
1955,8836,2
1955,8700,1
1955,8546,1
1955,8306,2
1955,7968,2
1955,7894,1
1955,6988,2
1955,6160,2
1955,6068,2
1955,5994,1
1955,5498,2
1955,5329,2
1955,4961,1
1955,4931,2
1955,4417,2
1955,4323,1
1955,4169,2
1955,2509,2
1955,2321,1
1955,2251,1
1955,2171,1
1955,2153,1
1955,2133,2
1955,1983,2
1956,10028,1
1956,10271,1
1957,8337,1
1957,8595,1
1957,9170,1
1957,7824,1
1957,5506,1
1957,2897,1
1957,2433,2
1957,2167,1
1957,2095,1
1958,10033,1
1959,9849,1
1959,2625,1
1959,5266,1
1960,10033,1
1961,3159,1
1961,5264,1
1962,10033,1
1963,5939,1
1963,7331,1
1963,8547,1
1963,10360,1
1963,10061,1
1963,10021,1
1963,9685,1
1963,9118,1
1963,8406,1
1963,5223,1
1963,2875,1
1964,10033,1
1966,10033,1
1967,5389,1
1967,8129,1
1967,10027,1
1967,5262,1
1968,10033,1
1968,10202,1
1968,10392,1
1968,5510,1
1969,7387,1
1970,10037,1
1970,4835,1
1971,5804,1
1971,4985,1
1971,2181,1
1972,10037,1
1972,10271,1
1974,10045,1
1974,7410,1
1974,6908,1
1975,8015,1
1975,10395,1
1975,3695,1
1975,2033,1
1976,10046,1
1976,7532,1
1977,9775,1
1977,9124,1
1977,8066,1
1977,6740,1
1977,2054,1
1978,10050,1
1978,9672,1
1979,5549,1
1979,9019,1
1979,10180,1
1979,10249,1
1979,8124,1
1979,6262,1
1979,6208,1
1979,3519,1
1979,2205,1
1980,10051,1
1980,5684,1
1981,9186,1
1981,4141,1
1981,2671,1
1981,2387,1
1981,2201,1
1982,10055,1
1982,7538,1
1982,4377,1
1983,6175,2
1983,6209,1
1983,6371,1
1983,6575,1
1983,6939,2
1983,7403,1
1983,7465,2
1983,8345,2
1983,8503,1
1983,9756,1
1983,9590,1
1983,9446,1
1983,8836,2
1983,8700,1
1983,8546,1
1983,8306,2
1983,7894,1
1983,6988,2
1983,6068,2
1983,5994,1
1983,5498,2
1983,5329,2
1983,4931,2
1983,4767,1
1983,4323,1
1983,4169,2
1983,3855,1
1983,2321,1
1983,2251,1
1983,2133,2
1984,10060,1
1984,7502,1
1985,4532,1
1986,10063,1
1987,5757,1
1987,3269,1
1988,10064,1
1989,2155,1
1989,5260,1
1990,10070,1
1991,7023,2
1991,7031,1
1991,8375,1
1991,9301,1
1991,9429,1
1991,7104,2
1991,7046,2
1991,6912,2
1991,6242,1
1991,5071,2
1991,4191,1
1991,3943,2
1991,3923,1
1991,3921,1
1991,3883,2
1991,2909,1
1991,2513,2
1992,10080,1
1992,4299,1
1992,3149,1
1993,5136,1
1994,10087,1
1995,8443,1
1995,9225,1
1995,10494,1
1995,9479,1
1995,7672,1
1995,6550,1
1995,5750,1
1995,3535,1
1995,2971,1
1995,4322,1
1996,10088,1
1996,9034,1
1997,7736,1
1997,6110,2
1997,5714,2
1997,4467,1
1998,10099,1
1998,10195,1
1998,10261,1
1999,5778,1
1999,4684,1
2000,10107,1
2000,8936,1
2001,5835,1
2002,10109,1
2003,8179,1
2003,6154,1
2004,10114,1
2004,9392,1
2004,8424,1
2004,6596,1
2004,3479,1
2004,3085,1
2005,9627,1
2005,3385,1
2006,10115,1
2007,5459,1
2007,5639,1
2007,8016,1
2007,3123,1
2007,3498,1
2008,10123,1
2008,5444,1
2009,6187,1
2009,6615,1
2009,7625,1
2009,8391,1
2009,8695,1
2009,9789,1
2009,10344,1
2009,10164,1
2009,10096,1
2009,8360,1
2009,8332,1
2009,8260,1
2009,7974,1
2009,6074,1
2009,6028,1
2009,5960,1
2009,5528,1
2009,3341,1
2009,2909,1
2009,2665,1
2009,2533,1
2009,2469,1
2010,10124,1
2011,7473,1
2012,10129,1
2013,8155,1
2013,8917,1
2013,9197,1
2013,9548,1
2013,8930,1
2013,2795,1
2013,2729,1
2013,2169,1
2013,5258,1
2014,10129,1
2015,8523,1
2015,8657,1
2015,10107,1
2015,8872,1
2015,8414,1
2015,8292,1
2015,5896,1
2015,5552,1
2015,5197,1
2015,5075,1
2015,4779,1
2015,2483,1
2015,2439,1
2016,10129,1
2017,7211,1
2017,7833,1
2017,10148,1
2017,8480,1
2017,2237,1
2017,2185,1
2017,2055,1
2018,10129,1
2019,8433,1
2019,8477,1
2019,5217,1
2019,4495,1
2019,2669,1
2019,4082,1
2019,5256,1
2020,10129,1
2021,5951,1
2021,6249,1
2021,7101,1
2021,7323,2
2021,8391,2
2021,10562,1
2021,10553,1
2021,6146,1
2021,5772,1
2022,10130,1
2022,6326,1
2023,9035,1
2023,10098,1
2023,7750,1
2023,7040,1
2024,10146,1
2024,10506,1
2025,8072,1
2026,10146,1
2027,7697,1
2027,10007,1
2027,8064,1
2027,5800,1
2027,4061,1
2027,3433,1
2027,2069,1
2028,10152,1
2029,5761,1
2029,10548,1
2029,9727,1
2029,3275,1
2030,10152,1
2031,6874,1
2031,5508,1
2031,3725,1
2031,4008,1
2032,10152,1
2032,5358,1
2032,2459,1
2033,8015,1
2033,9529,1
2033,7880,1
2033,2145,1
2034,10155,1
2034,10269,1
2034,4223,1
2035,2175,1
2035,4510,1
2036,10161,1
2037,6031,1
2037,6077,1
2037,6381,1
2037,7553,1
2037,8705,1
2037,8855,1
2037,9832,1
2037,9248,1
2037,8928,1
2037,8742,1
2037,8368,1
2037,5802,1
2037,5414,1
2037,5165,1
2037,5131,1
2037,5057,1
2037,4763,1
2037,4561,1
2037,4473,1
2037,4325,1
2037,4121,1
2037,2909,1
2037,2301,1
2037,2099,1
2038,10162,1
2038,3425,1
2039,6547,1
2039,6915,1
2039,7735,1
2039,7737,1
2039,8209,1
2039,9872,1
2039,9376,1
2039,9026,1
2039,7072,1
2039,5778,1
2039,4263,1
2039,4261,1
2039,4033,1
2039,3589,1
2039,2709,1
2039,2699,1
2039,2483,1
2039,2301,1
2039,3516,1
2040,10163,1
2040,10365,1
2040,8364,1
2040,7052,1
2040,6664,1
2041,6705,1
2041,7697,1
2041,9003,1
2041,9880,1
2041,9458,1
2041,9040,1
2041,8310,1
2041,7642,1
2041,6734,1
2041,6164,1
2041,5317,1
2041,4291,1
2041,4007,1
2041,3361,1
2041,2775,1
2041,2591,1
2041,5254,1
2042,10163,1
2043,7981,1
2043,8015,1
2043,9725,1
2043,9861,1
2043,10461,1
2043,10671,1
2043,7192,1
2043,6548,1
2043,6454,1
2043,6420,1
2043,6340,1
2043,3933,1
2043,3793,1
2043,3731,1
2043,3259,1
2044,10163,1
2045,6049,1
2045,6381,1
2045,7625,1
2045,9324,1
2045,5846,1
2045,5051,1
2045,4825,1
2045,2909,1
2045,2543,1
2045,2301,1
2045,2159,1
2046,10163,1
2047,8285,1
2047,9736,1
2047,10574,1
2047,7268,1
2047,5750,1
2047,3171,1
2048,10168,1
2049,6259,1
2049,6775,1
2049,7133,1
2049,7279,1
2049,7625,1
2049,8483,1
2049,8717,1
2049,8887,1
2049,8925,1
2049,9880,1
2049,9878,1
2049,8412,1
2049,8280,1
2049,8268,1
2049,8234,1
2049,8162,1
2049,6118,1
2049,5584,1
2049,5558,1
2049,5464,1
2049,5418,1
2049,5380,1
2049,5241,1
2049,5183,1
2049,4921,1
2049,4349,1
2049,3383,1
2049,2763,1
2049,2613,1
2049,2505,1
2049,2489,1
2049,2275,1
2049,2129,1
2050,10169,1
2051,5226,1
2052,10173,1
2052,8246,1
2053,3161,1
2054,10179,1
2054,9775,1
2054,6740,1
2054,3351,1
2055,10148,1
2055,8480,1
2055,2909,1
2056,10179,1
2057,5746,1
2057,5091,1
2058,10179,1
2060,10183,1
2060,8580,1
2060,3993,1
2060,3419,1
2061,6043,1
2061,7625,1
2061,7869,1
2061,8209,1
2061,10422,1
2061,10205,1
2061,10188,1
2061,9490,1
2061,7270,1
2061,2821,1
2061,2709,1
2061,2301,1
2061,2159,1
2062,10185,1
2062,4791,1
2063,6166,1
2064,10185,1
2065,3106,1
2066,10185,1
2066,10226,1
2067,9569,1
2067,9678,1
2067,10466,1
2068,10190,1
2068,9920,1
2068,6832,1
2068,6566,1
2069,7697,1
2069,10007,1
2069,8190,2
2069,8064,1
2069,5800,2
2069,2867,1
2070,10197,1
2070,10268,1
2070,7248,1
2070,6374,1
2071,5903,1
2071,6506,1
2071,6186,1
2071,5972,1
2071,3147,1
2071,2945,1
2072,10222,1
2072,10453,1
2072,9874,1
2074,10222,1
2075,6047,1
2075,9838,1
2075,8296,1
2075,5760,1
2075,4585,1
2075,2781,1
2076,10229,1
2076,6846,1
2076,3439,1
2077,5989,1
2077,6581,1
2077,7975,1
2077,8901,1
2077,9660,1
2077,9018,1
2077,8626,1
2077,7790,1
2077,5492,1
2077,5129,1
2077,4535,1
2077,3591,1
2077,2809,1
2077,2579,1
2077,2297,1
2077,2197,1
2077,5152,1
2078,10241,1
2078,9034,1
2078,3309,1
2079,5399,1
2079,6573,1
2079,9577,1
2079,9917,1
2079,10672,1
2079,7308,1
2079,5766,1
2079,3019,1
2079,2705,1
2080,10241,1
2081,6204,1
2082,10241,1
2082,9148,1
2082,9034,1
2083,7277,1
2083,7809,1
2083,8726,1
2083,4271,1
2084,10242,1
2084,9682,1
2086,10248,1
2087,8731,1
2088,10249,1
2088,6262,1
2089,8055,1
2089,4755,1
2089,4636,1
2090,10249,1
2092,10260,1
2092,6778,1
2092,3729,1
2092,2791,1
2093,6014,1
2093,4244,1
2094,10268,1
2095,6103,1
2095,6171,1
2095,7069,1
2095,7375,1
2095,9628,1
2095,9595,1
2095,9170,1
2095,7824,1
2095,5694,1
2095,5506,1
2095,5372,1
2095,4401,1
2095,4017,1
2095,2747,1
2095,2433,1
2096,10269,1
2096,6924,1
2096,6414,1
2097,5708,1
2098,10276,1
2098,10466,1
2098,3823,1
2098,3427,1
2098,3079,1
2099,5941,1
2099,6031,1
2099,6077,1
2099,6113,1
2099,6381,1
2099,6989,1
2099,7553,1
2099,7559,1
2099,7625,1
2099,7663,1
2099,8461,1
2099,8705,1
2099,8843,1
2099,8855,1
2099,8939,1
2099,9714,1
2099,9832,1
2099,9612,1
2099,9609,1
2099,9555,1
2099,9248,1
2099,8928,1
2099,8742,1
2099,8368,1
2099,8002,1
2099,7926,1
2099,5862,1
2099,5802,1
2099,5732,1
2099,5414,1
2099,5366,1
2099,5165,1
2099,5131,1
2099,5057,1
2099,5051,1
2099,4763,1
2099,4561,1
2099,4473,1
2099,4325,1
2099,4195,1
2099,4181,1
2099,4121,1
2099,2605,1
2099,2423,1
2099,2301,1
2099,5252,1
2099,3518,1
2100,10283,1
2102,10283,1
2102,10116,1
2102,10047,1
2103,2480,1
2104,10295,1
2105,6727,1
2105,6791,1
2105,7713,1
2105,8755,1
2105,8925,1
2105,8188,1
2105,4229,1
2105,5250,1
2106,10295,1
2108,10295,1
2109,4978,1
2110,10295,1
2111,4741,1
2112,10303,1
2113,7697,1
2113,10007,1
2113,8268,1
2113,8064,1
2113,5800,1
2114,10303,1
2115,9278,1
2115,5248,1
2116,10304,1
2116,10515,1
2117,6935,1
2117,8287,1
2117,10152,1
2117,8160,1
2117,5482,1
2117,5007,1
2117,4847,1
2117,4675,1
2118,10305,1
2119,7328,1
2119,6134,1
2119,6014,1
2119,5155,1
2119,4317,1
2119,3815,1
2119,3681,1
2119,3003,1
2120,10305,1
2121,5569,1
2121,9001,1
2121,9571,1
2121,6540,1
2122,10311,1
2123,10049,1
2123,3459,1
2123,3964,1
2124,10313,1
2124,8452,1
2125,7611,1
2125,7849,1
2125,8151,1
2125,8673,1
2125,9881,1
2125,9768,1
2125,8458,1
2125,6654,1
2125,6096,1
2125,5123,1
2125,4593,1
2125,3349,1
2125,2609,1
2125,5246,1
2126,10314,1
2126,6298,1
2127,3845,1
2127,3543,1
2127,3337,1
2128,10320,1
2128,10621,1
2128,10101,1
2128,8168,1
2128,6294,1
2128,4971,1
2128,4399,1
2129,6259,1
2129,6775,1
2129,7133,1
2129,7279,1
2129,7625,1
2129,8363,1
2129,8483,1
2129,8887,1
2129,8925,1
2129,9880,1
2129,9954,1
2129,9878,1
2129,8412,1
2129,8280,1
2129,8268,1
2129,8234,1
2129,6118,1
2129,5584,1
2129,5558,1
2129,5464,1
2129,5380,1
2129,5183,1
2129,4933,1
2129,4921,1
2129,4851,1
2129,4653,1
2129,3383,1
2129,2871,1
2129,2763,1
2129,2613,1
2129,2505,1
2129,2489,1
2129,2275,1
2130,10320,1
2130,6366,1
2130,2947,1
2131,7137,1
2131,7389,1
2131,8273,1
2131,8429,1
2131,9152,1
2131,2761,1
2131,2577,1
2131,2163,1
2132,10322,1
2133,6175,2
2133,6209,1
2133,6575,1
2133,6939,2
2133,7125,2
2133,7403,1
2133,7465,2
2133,8345,2
2133,8503,1
2133,9756,1
2133,9590,1
2133,9446,1
2133,9328,1
2133,8836,2
2133,8700,1
2133,8546,1
2133,8306,2
2133,7968,2
2133,7894,1
2133,6988,2
2133,6160,2
2133,6068,2
2133,6032,1
2133,5994,1
2133,5564,1
2133,5498,2
2133,5329,2
2133,4961,1
2133,4931,2
2133,4417,2
2133,4323,1
2133,4169,2
2133,2509,2
2133,2321,1
2133,2251,1
2133,2171,1
2133,2153,1
2134,10322,1
2135,8697,1
2135,9036,1
2135,6022,1
2135,5540,1
2135,4407,1
2135,3835,1
2135,2299,1
2135,4054,1
2136,10339,1
2136,10470,1
2136,7850,1
2136,6528,1
2136,3997,1
2137,10602,1
2137,5244,1
2138,10345,1
2138,9672,1
2139,2685,1
2139,5242,1
2140,10346,1
2142,10347,1
2142,10563,1
2142,5900,1
2142,4795,1
2142,3837,1
2142,2963,1
2144,10362,1
2144,7562,1
2144,3971,1
2144,3945,1
2144,3755,1
2144,3675,1
2145,10671,1
2145,3141,1
2146,10364,1
2148,10365,1
2148,8288,1
2150,10373,1
2150,7500,1
2150,5105,1
2150,3387,1
2151,7923,1
2151,8558,1
2151,3115,1
2151,2641,1
2151,5240,1
2152,10375,1
2152,7278,1
2153,6175,1
2153,6209,1
2153,6575,1
2153,6939,1
2153,8345,1
2153,8371,1
2153,9590,1
2153,9446,1
2153,9328,1
2153,8836,1
2153,8306,1
2153,7894,1
2153,6988,1
2153,6160,1
2153,6068,1
2153,5564,1
2153,5498,1
2153,4961,1
2153,4861,1
2153,4457,1
2153,4323,1
2153,2509,1
2153,2321,1
2153,2251,1
2153,2241,1
2153,2211,1
2153,2171,1
2154,10384,1
2155,5825,1
2155,5891,1
2155,5919,1
2155,6047,1
2155,6117,1
2155,6383,1
2155,6787,1
2155,7135,1
2155,7211,1
2155,7335,1
2155,7387,1
2155,8043,1
2155,8183,1
2155,8251,1
2155,8389,1
2155,8707,1
2155,8879,1
2155,9213,1
2155,9291,1
2155,9795,1
2155,9854,1
2155,9925,1
2155,10064,1
2155,10083,1
2155,10169,1
2155,10354,1
2155,10383,1
2155,10537,1
2155,10307,1
2155,10095,1
2155,9996,1
2155,9890,1
2155,9776,1
2155,9494,1
2155,9454,1
2155,9300,1
2155,9298,1
2155,9074,1
2155,8644,1
2155,8506,1
2155,8392,1
2155,8358,1
2155,8312,1
2155,8298,1
2155,8238,1
2155,7976,1
2155,7754,1
2155,7694,1
2155,7536,1
2155,7426,1
2155,7278,1
2155,7232,1
2155,7176,1
2155,7118,1
2155,7000,1
2155,6920,1
2155,6844,1
2155,6432,1
2155,6314,1
2155,6216,1
2155,5930,1
2155,5806,1
2155,5684,1
2155,5620,1
2155,5610,1
2155,5590,1
2155,5576,1
2155,5458,1
2155,5416,1
2155,5295,1
2155,5211,1
2155,5097,1
2155,5045,1
2155,4759,1
2155,4571,1
2155,4471,1
2155,4207,1
2155,4147,1
2155,4003,1
2155,4001,1
2155,3733,1
2155,3697,1
2155,3499,1
2155,3181,1
2155,3179,1
2155,3085,1
2155,2925,1
2155,2865,1
2155,2755,1
2155,2735,1
2155,2675,1
2155,2631,1
2155,2589,1
2155,2569,1
2155,2295,1
2155,2193,1
2155,2189,1
2155,5224,1
2155,5226,1
2155,5228,1
2155,5230,1
2155,5232,1
2155,5234,1
2155,5000,1
2155,5236,1
2155,5238,1
2156,10384,1
2157,5387,1
2157,7363,1
2157,7571,1
2157,8063,1
2157,9085,1
2157,9663,1
2157,10311,1
2157,10539,1
2157,8632,1
2157,8386,1
2157,7644,1
2157,7592,1
2157,4811,1
2157,3635,1
2158,10393,1
2158,10655,1
2158,10468,1
2158,7598,1
2158,6460,1
2159,5991,1
2159,6043,1
2159,6049,1
2159,6259,1
2159,6645,1
2159,6901,1
2159,7279,1
2159,7625,1
2159,7869,1
2159,8209,1
2159,8705,1
2159,8717,1
2159,10033,1
2159,10204,1
2159,10205,1
2159,10188,1
2159,9804,1
2159,9532,1
2159,9324,1
2159,8404,1
2159,8268,1
2159,8234,1
2159,5846,1
2159,5446,1
2159,5065,1
2159,5051,1
2159,4751,1
2159,4185,1
2159,4079,1
2159,2909,1
2159,2709,1
2159,2543,1
2159,2489,1
2159,2301,1
2159,2293,1
2159,2275,1
2160,10395,1
2161,4374,1
2162,10395,1
2163,7137,1
2163,7389,1
2163,8273,1
2163,8429,1
2163,9152,1
2163,2761,1
2163,2577,1
2164,10405,1
2165,8275,1
2165,9204,1
2165,5794,1
2165,4227,1
2166,10405,1
2166,7202,1
2167,9170,1
2167,5506,1
2167,2897,1
2168,10405,1
2168,6272,1
2169,5929,1
2169,6743,1
2169,7327,1
2169,9432,1
2169,7794,1
2169,5778,1
2169,5392,1
2169,4083,1
2170,10405,1
2171,5353,1
2171,5547,1
2171,6175,1
2171,6209,1
2171,6379,1
2171,6575,1
2171,6683,1
2171,6939,1
2171,6997,1
2171,7403,1
2171,7653,1
2171,8229,1
2171,8345,1
2171,8371,1
2171,8717,1
2171,10641,1
2171,10149,1
2171,10000,1
2171,9797,1
2171,9590,1
2171,9446,1
2171,9328,1
2171,8952,1
2171,8836,1
2171,8700,1
2171,8306,1
2171,7968,1
2171,7894,1
2171,7746,1
2171,7730,1
2171,6988,1
2171,6376,1
2171,6160,1
2171,6068,1
2171,5888,1
2171,5498,1
2171,5329,1
2171,4961,1
2171,4947,1
2171,4931,1
2171,4797,1
2171,4749,1
2171,4417,1
2171,4323,1
2171,2509,1
2171,2251,1
2172,10405,1
2172,10624,1
2172,7202,1
2173,6132,1
2173,4771,1
2173,2557,1
2174,10416,1
2175,7243,1
2175,9238,1
2175,8148,1
2175,5221,1
2175,4510,1
2176,10416,1
2178,10423,1
2178,6228,1
2180,10424,1
2181,8826,1
2181,4307,1
2182,10426,1
2183,5222,1
2184,10426,1
2185,6649,1
2185,7211,1
2185,7833,1
2185,8373,1
2185,10308,1
2185,10148,1
2185,8480,1
2185,2237,1
2186,10427,1
2186,6496,1
